Nome,Marca,EAN,Preço sem desconto,Preço no pix,Valor do desconto,Porcentagem desconto,Preço com Desconto
"Leite de Magnésia Magmax 1200mg/15mL, caixa com 1 frasco com 100mL de suspensão de uso oral, sabor tradicional",Natulab,7899470802268,18.7,18.7,1.87,10% ,16.83
"Naridrin 1Mg Ml + 0,2Mg Ml + 5Mg Ml, Caixa Com 1 Frasco Com 30Ml De Solucao De Uso Nasal",EMS,7896004714578,38.33,"R$ 17,85 ",19.93,52% ,18.4
"Aturgyl 0,5Mg Ml, Caixa Com 1 Frasco Spray Com 15Ml De Solucao De Uso Nasal",Cosmed,7896094928039,18.94,"R$ 18,37 ",0.0,0% ,18.94
Maxidrate 6mg Gel Nasal com 30g,Libbs,7896094208407,52.56,"R$ 46,89 ",4.22,8% ,48.34
"Budesonida Ems 32Mcg Acionamento, Caixa Com 1 Frasco Com 120 Doses De Suspensao De Uso Nasal",EMS,7896004758268,27.34,"R$ 21,75 ",4.92,18% ,22.42
Vick Vaporub 50 Gramas Pomada,P&G,7590002012468,61.71,"R$ 47,81 ",12.42,20% ,49.29
Vick Drops Sabor Menta com 5 pastilhas,Vick,7896093002471,3.86,"R$ 3,74 ",0.0,0% ,3.86
"Neosoro 0,5Mg Ml, Caixa Com 1 Frasco Gotejador Com 30Ml De Solucao De Uso Nasal",Neo Química,7896714231143,12.07,"R$ 6,08 ",5.8,48% ,6.2700000000000005
Pomada Vick Vaporub com 12g,P&G,7896093001030,19.24,"R$ 14,93 ",3.85,20% ,15.389999999999999
Spray Nasal Maresis 100mL,Farmoquímica,7898040322540,52.31,"R$ 50,74 ",0.0,0% ,52.31
Angino Rub 3Mg Menta Com 16 Pastilhas,Eurofarma,7891317002589,21.44,"R$ 20,80 ",0.0,0% ,21.44
"Avamys 0,0275Mg Dose, Caixa Com 1 Frasco Spray Com 120 Doses De Suspensao De Uso Nasal",GSK,7896015518875,73.93,"R$ 58,80 ",13.31,18% ,60.620000000000005
"Narix 0,5Mg Ml, Caixa Com 1 Frasco Gotejador Com 30Ml De Solucao De Uso Nasal",Cimed,7896523202600,9.9,"R$ 5,34 ",4.39,44% ,5.510000000000001
"Sorine Ssc 9Mg Ml, Caixa Com 1 Frasco Spray Com 100Ml De Solucao De Uso Nasal",Aché,7896658023224,41.5,"R$ 26,08 ",14.61,35% ,26.89
Naridrin Solução Nasal 15ml,EMS,7896004803456,23.89,"R$ 12,31 ",11.2,47% ,12.690000000000001
"Sorine Nebulizador 0,9 , Frasco Gotejador Com 45Ml De Solucao De Uso Nasal  Bico Nebulizador",Aché,7896658012327,27.31,"R$ 22,51 ",4.1,15% ,23.21
"Nasonex 0,05Mg G, Caixa Com 1 Frasco Com 120 Doses De Suspensao De Uso Nasal",Organon,7897337716543,67.87,"R$ 59,91 ",6.11,9% ,61.760000000000005
"Busonid 50Mcg Dose, Caixa Com 1 Frasco Com 6Ml De Suspensao De Uso Nasal  120 Doses",Aché,7896181907176,45.51,"R$ 37,52 ",6.83,15% ,38.68
"Allenasal 55Mcg 120Doses, Caixa Com 1 Frasco Spray Com 16,5 Ml De Suspensao De Uso Nasal",Sanofi,7891058022778,73.89,"R$ 60,93 ",11.08,15% ,62.81
Flogoral Spray Sabor Cereja 30ml,Aché,7896658005299,37.49,"R$ 29,82 ",6.75,18% ,30.740000000000002
Neosoro H 3  Solução Nasal Spray 60ml,Não especificada,7896714225296,29.92,"R$ 23,22 ",5.98,20% ,23.94
"Rinosoro Jet 0,9  Spray Nasal 100ml",Cosmed,7897322709376,49.8,"R$ 38,70 ",9.9,20% ,39.9
Salsep 360 Spray Nasal 50mL,Libbs,7896094207943,28.74,"R$ 16,39 ",11.84,41% ,16.9
"Ciflogex Pastilha 3,0Mg, Caixa Com 12 Pastilhas, Sabor Laranja",Cimed,7896523216454,21.44,"R$ 18,72 ",2.14,10% ,19.3
"Flogoral Colutorio 1,5Mg Ml, Caixa Contendo 1 Frasco Com 250Ml De Colutorio Sabor Menta + 1 Copo Medidor",Aché,7896658006760,30.76,"R$ 26,80 ",3.13,10% ,27.630000000000003
"Strepsils 8,75mg Sabor Mel e Limão 16 Pastilhas",Reckitt Benckiser,7891035010866,30.18,"R$ 28,51 ",0.79,3% ,29.39
"Sorine Ssc Jet Baby 0,9 , Caixa Com 1 Frasco Com 100Ml De Solucao De Uso Nasal",Aché,7896658035944,41.5,"R$ 36,23 ",4.15,10% ,37.35
"Descongestionante Inalador Vick 0,5g",P&G,7896093000217,18.87,"R$ 18,30 ",0.0,0% ,18.87
"Flogoral Pastilha 3Mg, Caixa Com 12 Pastilhas, Menta",Aché,7896658005459,18.25,"R$ 15,94 ",1.82,10% ,16.43
Pastilha Strepsils Sabor Mel e Limão 8 unidades,Reckitt Benckiser,7891035010842,16.28,"R$ 15,79 ",0.0,0% ,16.28
Neosoro Infantil 9mg mL Descongestionante Gotas 30mL,Neo Química,7896714230023,12.62,"R$ 7,62 ",4.76,38% ,7.859999999999999
"Nasonex 0,05Mg G, Caixa Com 1 Frasco Com 60 Doses De Suspensao De Uso Nasal",Organon,7897337716550,48.72,"R$ 40,17 ",7.31,15% ,41.41
"Ciflogex Pastilha 3,0Mg, Caixa Com 12 Pastilhas, Sabor Menta - Limao",Cimed,7896523216447,21.44,"R$ 16,39 ",4.54,21% ,16.900000000000002
Salsep Jet Kids 100mL,Libbs,7896094209695,42.53,"R$ 19,30 ",22.63,53% ,19.900000000000002
"Rinosoro 9,0mg mL Descongestionante Spray 30mL",Cosmed,7897322702032,22.48,"R$ 19,86 ",2.01,9% ,20.47
"Narix Spray 9,0Mg Ml + 0,1Mg Ml, Frasco Com 50Ml De Solucao Nasal",Cimed,7896523222783,23.83,"R$ 20,65 ",2.54,11% ,21.29
"Budesonida Ems 64Mcg Acionamento, Caixa Com 1 Frasco Com 120 Doses De Suspensao De Uso Nasal",EMS,7896004758275,48.48,"R$ 38,56 ",8.73,18% ,39.75
Salsep Spray Nasal 50mL,Libbs,7896094201514,24.93,"R$ 16,39 ",8.03,32% ,16.9
Solução Antisséptica Bucal Malvona com 200mL,Não especificada,7896026170567,42.39,"R$ 33,75 ",7.6,18% ,34.79
"Rinosoro Jet XT 9,0mg ml Descongestionante Spray 100ml Solução",Cosmed,7896094917835,64.95,"R$ 57,03 ",6.16,9% ,58.790000000000006
"Sorine 0,5Mg Ml, Caixa Contendo 1 Frasco Gotejador Com 30Ml De Solucao De Uso Nasal",Aché,7896658000652,27.37,"R$ 22,56 ",4.11,15% ,23.26
"Sorine 0,1Mg Ml + 9Mg Ml, Caixa Contendo 1 Frasco Com 30Ml De Solucao De Uso Nasal + 1 Conta-Gotas",Aché,7896658012303,18.41,"R$ 16,07 ",1.84,10% ,16.57
"Sorine Ssc 9Mg Ml, Caixa Com 1 Frasco Spray Com 50Ml De Solucao De Uso Nasal Sem Conservante",Aché,7896658020315,28.78,"R$ 25,09 ",2.91,10% ,25.87
"Benalet 5Mg + 50Mg + 10Mg, Caixa Com 12 Pastilhas, Sabor Mel E Limao",Janssen-Cilag,7891268402025,40.85,"R$ 27,74 ",12.25,30% ,28.6
"Dymista 137Mcg + 50Mcg Dose, Caixa Com 1 Frasco Spray Com 23G De Suspensao De Uso Nasal",Mylan,7898560664137,155.52,"R$ 128,22 ",23.33,15% ,132.19
"Bismu-Jet 25Mg Ml + 25Mg Ml + 15Mg Ml, Caixa Com 1 Frasco Gotejador Com 20Ml De Suspensao De Uso Oral",Legrand,7896004810140,39.09,"R$ 25,90 ",12.39,32% ,26.700000000000003
Pastilhas para Garganta Strepsils - Laranja - 16 unidades,Reckitt Benckiser,7891035010972,31.69,"R$ 30,74 ",0.0,0% ,31.69
"Rinosoro Jet 0,9  Solução Nasal 100mL",Cosmed,7896094917385,49.8,"R$ 38,70 ",9.9,20% ,39.9
"Ciflogex Pastilha 3,0Mg, Caixa Com 12 Pastilhas, Sabor Cereja",Cimed,7896523216461,21.44,"R$ 17,49 ",3.41,16% ,18.03
Vick Vaporub 30 Gramas Pomada,P&G,7590002032817,41.21,"R$ 29,19 ",11.12,27% ,30.090000000000003
"Ciflogex Pastilha 3Mg, Caixa Com 12 Pastilhas, Sabor Mel - Limao",Cimed,7896523216478,21.44,"R$ 18,72 ",2.14,10% ,19.3
"Benalet 5Mg + 50Mg + 10Mg, Caixa Com 12 Pastilhas, Sabor Menta",Janssen-Cilag,7891268402018,40.85,"R$ 26,17 ",13.87,34% ,26.980000000000004
Salsep Jet 100mL,Libbs,7896094209701,40.58,"R$ 19,30 ",20.68,51% ,19.9
Penetro Descongestionante Solução Via Inalatória 45mL,Megalabs,7896026120555,32.46,"R$ 31,49 ",0.0,0% ,32.46
Angino Rub 3mg Sabor Mel e Limão 16 Pastilhas,Eurofarma,7891317007256,21.44,"R$ 18,72 ",2.14,10% ,19.3
"Ciflogex Colutorio Spray 1,5Mg Ml, Caixa Com 1 Frasco Spray Com 30Ml De Colutorio, Menta",Cimed,7896523206288,30.47,"R$ 21,24 ",8.57,28% ,21.9
"Sinustrat Forte 9,0mg ml Solução Nasal 10ml",Avert,7896082900337,22.39,"R$ 19,15 ",2.65,12% ,19.740000000000002
Strepsils Laranja 8 Pastilhas,Reckitt Benckiser,7891035010958,17.09,"R$ 16,58 ",0.0,0% ,17.09
Spray para Garganta Sanilin Sabor Menta 50mL,Kley Hertz Farmacêutica,7896331705454,29.7,"R$ 23,87 ",5.09,17% ,24.61
"Maresis 9Mg Ml, Frasco Spray Com 100Ml De Solucao De Uso Nasal, Baby",Farmoquímica,7898040325237,54.66,"R$ 53,02 ",0.0,0% ,54.66
Noex Budesonida 100mcg Spray Nasal Aerossol 100 doses,Eurofarma,7891317464004,77.89,"R$ 64,22 ",11.68,15% ,66.21000000000001
Solução Antisséptica Bucal Malvatricin PPU com 250mL,Não especificada,7896026170475,38.73,"R$ 37,57 ",0.0,0% ,38.73
Beclosol Aquoso Spray Nasal GSK 200 Doses,GSK,7896269900211,88.45,"R$ 72,92 ",13.27,15% ,75.18
"Hexomedine 1Mg Ml + 0,5Mg Ml, Caixa Com 1 Frasco Spray Com 50Ml De Colutorio De Uso Bucal",Cosmed,7896094928053,72.09,"R$ 62,93 ",7.21,10% ,64.88000000000001
Naridrin Alto Volume Cloreto de Sódio 9mg mL 30 envelopes,Não especificada,7896004788388,89.41,"R$ 48,66 ",39.25,44% ,50.16
"Ciflogex Pastilha 3Mg, Caixa Com 12 Pastilhas",Cimed,7896523206806,23.85,"R$ 20,59 ",2.62,11% ,21.23
"Busonid 64Mcg Dose, Caixa Com 1 Frasco Com 6Ml De Suspensao De Uso Nasal  120 Doses",Aché,7896181915188,35.58,"R$ 32,79 ",1.78,5% ,33.8
Maresis AR Solução Spray Nasal 100mL,Farmoquímica,7898040325282,60.62,"R$ 58,80 ",0.0,0% ,60.62
"Omnaris 50mcg/dose, caixa com 1 frasco com 120 doses de suspensão de uso nasal",Moksha8 Brasil,7898953165241,71.0,71.0,8.52,12% ,62.480000000000004
Rinosoft Baby Aerosol 100mL,Kley Hertz Farmacêutica,7896331707014,78.11,"R$ 36,49 ",40.49,52% ,37.62
"Rinosoro Spray Infantil 0,9  50ml",Cosmed,7897322706658,35.28,"R$ 30,56 ",3.78,11% ,31.5
"Benatux Sabor Mel E Limao, Caxa Com 12 Pastilhas",Cifarma,7898495602327,22.88,"R$ 16,68 ",5.68,25% ,17.2
"Rinosoro Jet Xt 9Mg Ml, Frasco Spray Com 100Ml De Solucao De Uso Nasal, Infantil",Não especificada,7896094920033,64.95,"R$ 56,42 ",6.79,10% ,58.160000000000004
Wash in Solucao Nasal 100ml Adv,Não especificada,7896230304772,7.0,"R$ 6,11 ",0.7,10% ,6.3
Pastilhas Drops Vick limão com 5 unidades,Vick,7896093002464,3.86,"R$ 3,74 ",0.0,0% ,3.86
Rinosoro Spray 3  Solução Hipertônica 50ml,Cosmed,7897322704944,34.24,"R$ 30,24 ",3.06,9% ,31.180000000000003
"Malvatricin Spray 1Mg Ml + 2Mg Ml + 4Mg Ml, Caixa Com 1 Frasco Spray Com 50Ml De Solucao De Uso Oral",Megalabs,7896026120494,49.82,"R$ 48,33 ",0.0,0% ,49.82
Rinosoro Gotas XT 30ml,Cosmed,7896094917002,26.93,"R$ 23,82 ",2.37,9% ,24.56
Noex Budesonida 32mcg Spray Nasal 120 doses,Eurofarma,7891317460532,44.77,"R$ 36,91 ",6.72,15% ,38.050000000000004
"Naridrin 0,5Mg Ml + 0,2Mg Ml + 5Mg Ml, Caixa Com 1 Frasco Gotejador Com 15Ml De Solucao De Uso Nasal",EMS,7896004803463,23.01,"R$ 12,76 ",9.86,43% ,13.150000000000002
Noex Budesonida 50mcg Spray Nasal 120 doses,Eurofarma,7891317460518,77.88,"R$ 64,21 ",11.68,15% ,66.19999999999999
Lenços Nasais Salsep Kids com 30 Unidades,Libbs,7896094211025,33.55,"R$ 12,56 ",20.6,61% ,12.949999999999996
Flogoral Sabor Cereja 12 Past,Aché,7896658005466,18.25,"R$ 15,94 ",1.82,10% ,16.43
Multisoro Infantil Frasco 30mL Multilab,Multilab,7896472501694,10.64,"R$ 10,32 ",0.0,0% ,10.64
"Malvona 0,2Mg Ml + 60Mg Ml + 1Mg Ml, Caixa Com 1 Frasco Com 100Ml De Solucao De Uso Dermatologico",Megalabs,7896026170550,26.25,"R$ 25,46 ",0.0,0% ,26.25
"Maresis 0,9  Spray Nasal Jato Forte com 100mL",Farmoquímica,7898040324247,62.01,"R$ 60,15 ",0.0,0% ,62.01
"Nasoar 0,9  Refil Granulado para Solução Nasal 30 envelopes",Não especificada,7898430193477,80.26,"R$ 70,06 ",8.03,10% ,72.23
Refil Nasoar XT 5  15 Envelopes,Não especificada,7898430194511,131.53,"R$ 91,12 ",37.59,29% ,93.94
Flogoral caixa com 12 pastilhas sabor laranja,Aché,7896658005442,18.25,"R$ 15,94 ",1.82,10% ,16.43
Spray para Garganta Flogoral Sabor Menta 30mL,Aché,7896658005305,37.49,"R$ 29,82 ",6.75,18% ,30.740000000000002
Flogoral Colutorio Laranja 150ml,Aché,7896658006753,30.76,"R$ 24,46 ",5.54,18% ,25.220000000000002
"Refil Nasoar XT 0,9  15 Envelopes",Não especificada,7898430194115,93.63,"R$ 70,94 ",20.5,22% ,73.13
"Nasoar Infantil 0,9  Solução Nasal Refil 15 envelopes",Não especificada,7898430194283,59.19,"R$ 57,41 ",0.0,0% ,59.19
Flogoral Colutório Menta Aché 250mL,Aché,7896658011863,42.07,"R$ 34,69 ",6.31,15% ,35.76
Rinosoro Alto Volume com 30 Sachês,Não especificada,7896094925885,79.17,"R$ 58,10 ",19.27,24% ,59.900000000000006
"Naridrin Jet 9Mg Ml, Caixa Com 1 Frasco Com 100Ml De Solucao De Uso Nasal",EMS,7896004757933,61.09,61.09,28.09,46% ,33.0
Vick Drops Sabor Laranja com 5 pastilhas,Vick,7896093002150,3.86,3.86,0.0,0% ,3.86
"Dilatador Nasal Respire Melhor pele normal, grande com 10 unidades",GSK,7896015519773,34.66,34.66,3.47,10% ,31.189999999999998
"Rilan 40mg/mL, caixa com 1 frasco spray com 13mL de solução de uso nasal",UCI - Farma,7897655401176,46.69,46.69,6.07,13% ,40.62
"Multisoro Adulto 0,5mg ml Solução Nasal 30ml Multilab",Multilab,7896004782591,11.1,11.1,6.22,56% ,4.88
Canabidiol 20mg mL Prati Donaduzzi Solução Oral 30mL,Prati-Donaduzzi,7899547536164,342.62,342.62,75.38,22% ,267.24
Naridrin Aqua Solução Nasal 9mg mL Spray 50mL,EMS,7896004742847,28.95,28.95,8.7,30% ,20.25
"Ambroxmel 3mg/mL, caixa com 1 frasco spray com 30mL de solução de uso oral, mel e gengibre",Cimed,7899785200490,9.85,9.85,0.0,0% ,9.85
"Dilatador Nasal Respire Melhor pele normal, médio com 10 unidades",GSK,7896015518622,34.66,34.66,3.47,10% ,31.189999999999998
"Nasoclean 9mg/mL, caixa com 1 frasco com 125mL de solução de uso nasal",GSK,7896015530372,55.22,55.22,8.28,15% ,46.94
Busonid 100mcg Spray com 120 doses,Aché,7896181913719,91.51,"R$ 75,45 ",13.73,15% ,77.78
Malvatricin Fluor 100Ml,Não especificada,7896026120425,41.9,"R$ 36,58 ",4.19,10% ,37.71
Noex Budesonida 64mcg Spray Nasal 120 doses,Não especificada,7891317460495,79.19,"R$ 66,83 ",10.29,13% ,68.9
"Nasoar Infantil 0,9  Solução Nasal 15 envelopes + Lavador Nasal 120mL",Não especificada,7898430194290,84.58,"R$ 82,04 ",0.0,0% ,84.58
Naridrin Alto Volume 9mg mL 30 envelopes + Frasco 240mL,Não especificada,7896004788371,108.73,"R$ 57,77 ",49.17,45% ,59.56
"Ciflogex Colutorio Spray 1,5Mg Ml, Caixa Com 1 Frasco Spray Com 30Ml De Colutorio, Mel",Cimed,7896523206271,30.47,"R$ 26,60 ",3.05,10% ,27.419999999999998
Sorine H 3  Descongestionante Spray 50ml,Aché,7896658023361,28.67,"R$ 23,09 ",4.87,17% ,23.8
"Lavagem Nasal Nasoar 0,9  30 Envelopes + Frasco",Não especificada,7898430193484,80.32,"R$ 77,91 ",0.0,0% ,80.32
Aftine Gotas 20 Ml,Cifarma,7898158690517,38.03,"R$ 24,74 ",12.53,33% ,25.5
"Ventus 0,5Mg G, Caixa Com 120 Doses De Suspensao De Uso Nasal",Não especificada,7891317010386,67.66,"R$ 55,78 ",10.15,15% ,57.51
Furoato de Mometasona 50mcg Suspensão Nasal 120 doses Glenmark Genérico,Não especificada,7897473207011,52.25,"R$ 41,56 ",9.4,18% ,42.85
"Otrivina 1mg/mL, caixa com 1 frasco gotejador com 15mL de solução de uso nasal",GSK,7896261010055,9.33,9.33,0.0,0% ,9.33
Pastilha Vick Cereja 5 unidades,Vick,7896093002488,3.86,3.86,0.0,0% ,3.86
Busonid Budesonida 32mcg Spray Nasal 120 doses 6ml,Aché,7896181915171,31.01,31.01,1.55,5% ,29.46
Vick Vapobanho Vapores Relaxantes Com 3 Pastilhas,Vick,7500435152969,44.13,44.13,4.41,10% ,39.72
"Rinosoro Spray 0,9  50ml",Cosmed,7897322704593,34.24,34.24,3.06,9% ,31.180000000000003
Dilatador Nasal Respire Melhor Pele Normal Lv 30 Pg 20,Não especificada,7896015524999,68.0,68.0,6.8,10% ,61.2
Vick Vapo Spray caixa com 1 frasco spray com 100mL de solução de uso nasal,P&G,7500435182331,51.02,51.02,19.12,37% ,31.900000000000002
"Pondicilina 1,25mg + 1,25mg, caixa com 12 pastilhas, menta",Takeda,7896641801877,16.0,16.0,3.1,19% ,12.9
"Clenil Nasal Aquoso 0,4mg/mL, caixa com 1 frasco com 20mL de suspensão de uso nasal + 1 válvula dosadora + 1 pulsadora",Chiesi,7896672202612,56.38,56.38,7.33,13% ,49.050000000000004
"Benalet 5mg + 50mg + 10mg, cartela com 4 pastilhas, sabor menta",Janssen-Cilag,7891010974930,10.49,10.49,0.0,0% ,10.49
"Nasalfree 9,0mg/mL, caixa com 1 frasco spray com 50mL de solução de uso nasal",Medquímica,7896862940126,30.05,30.05,7.03,23% ,23.02
"Vick Vaporub 28,2mg/g + 52,6mg/g + 13,3mg/g, caixa com 1 frasco com 100g de unguento",P&G,7500435157599,69.35,69.35,10.46,15% ,58.88999999999999
"Spray Nasal Prevent Filtrair em pó, caixa com 800mg",Prevent,7898074617988,58.4,58.4,9.61,16% ,48.79
"Rilan 20mg/mL, caixa com 1 frasco spray com 15mL de solução de uso nasal",UCI - Farma,7897655400230,24.22,24.22,3.15,13% ,21.07
"Inalide 32mcg/acionamento, caixa com 1 frasco spray com 120 doses de suspensão de uso nasal",EMS,7896004765716,28.06,28.06,7.86,28% ,20.2
"Nasojet 9mg/mL, caixa com 1 frasco spray com 50mL de solução de uso nasal",Natulab,7898133135248,28.09,28.09,13.92,50% ,14.17
"Cloridrato de Oximetazolina Teuto 0,5mg/mL, caixa com 1 frasco com 30mL de solução de uso nasal",Teuto,7896112123361,16.26,16.26,1.63,10% ,14.630000000000003
Plurair Fluticasona 50mcg Spray Nasal 120 doses,Libbs,7896094201545,65.76,65.76,9.86,15% ,55.900000000000006
Plurair Fluticasona 50mcg Spray Nasal 60 doses,Não especificada,7896094201507,41.68,41.68,6.25,15% ,35.43
"Nites 0,5Mg G, Caixa Com 1 Frasco Spray Com 120 Doses De Suspensao De Uso Nasal",Organon,7897337716178,64.93,64.93,6.49,10% ,58.440000000000005
Rinosoro Alto Volume com 30 Sachês + Frasco Aplicador,Não especificada,7896094925878,94.98,94.98,30.59,32% ,64.39
Fluimucil Sol 20mL,Não especificada,7898074616943,55.27,55.27,0.0,0% ,55.27
"Snif SC 0,9  Solução Spray 50mL",Eurofarma,7891317431181,28.52,28.52,3.99,14% ,24.53
Fostair Spray 200 6mcg com 120 Doses,Chiesi,7896672203428,247.97,247.97,12.4,5% ,235.57
Canabidiol 50mg mL Prati Donaduzzi + Seringa Dosadora,Prati-Donaduzzi,7899547536195,796.66,796.66,175.27,22% ,621.39
"Nasoar XT 0,9  15 Envelopes + Lavador Nasal 240mL",Não especificada,7898430194122,117.04,117.04,33.45,29% ,83.59
"Benalet 5mg + 50mg + 10mg, caixa com 12 pastilhas, sabor framboesa",Janssen-Cilag,7891268402001,29.88,29.88,0.0,0% ,29.88
"Balsamo Bengue 0,25G G + 0,25G G, Caixa Com 1 Bisnaga Com 20G De Pomada De Uso Dermatologico",EMS,7896004817569,25.64,"R$ 21,14 ",3.85,15% ,21.79
"Probenxil Gel 10Mg G, Caixa Com 1 Bisnaga Com 60G De Gel De Uso Dermatologico",Cimed,7896523201627,20.59,"R$ 13,97 ",6.19,30% ,14.399999999999999
Biofenac Aerosol 60g,Aché,7896658014321,35.81,"R$ 29,53 ",5.37,15% ,30.44
Ibuprofeno 600 Mg 10 Comprimidos Prat,Prati-Donaduzzi,7899547506839,9.68,"R$ 8,45 ",0.97,10% ,8.709999999999999
Hidratante Anal em Gel Pro com 3g c 10 Bisnaga,Não especificada,7898957601745,109.89,"R$ 95,93 ",10.99,10% ,98.9
Nimesulida 100mg 12 comprimidos Vitamedic Genérico,Vitamedic,7898049797332,15.25,"R$ 7,40 ",7.62,50% ,7.63
Feldene Piroxicam 20mg 10 comprimidos sublinguais,Wyeth/Pfizer,7891268104028,93.25,"R$ 67,84 ",23.31,25% ,69.94
Biofenac Di 50mg Aché 20 Comprimidos Dispersíveis,Aché,7896658014345,40.87,"R$ 33,70 ",6.13,15% ,34.739999999999995
Profenid 100mg 2ml Solução Injetável 6 Ampolas de 2ml cada,Sanofi,7896070601871,39.9,"R$ 33,67 ",5.19,13% ,34.71
"Acheflan 5Mg G, Caixa Contendo 1 Bisnaga Com 60G De Creme De Uso Dermatologico",Aché,7896658007170,109.45,"R$ 90,24 ",16.42,15% ,93.03
"Cetoprofeno Gotas Teuto 20Mg Ml, Caixa Com 1 Frasco Gotejador Com 20Ml De Solucao De Uso Oral",Teuto,7896112136385,18.11,"R$ 16,16 ",1.45,8% ,16.66
"Ibuprofeno Prati-Donaduzzi 600Mg, Caixa Com 30 Comprimidos Revestidos",Prati-Donaduzzi,7899547528619,29.88,"R$ 22,61 ",6.57,22% ,23.31
Dornal Spray Aerosol para Massagem Extra Forte Kester 200g,Não especificada,7898646017857,46.34,"R$ 40,46 ",4.63,10% ,41.71
"Massageol 52,50Mg + 44,40Mg + 20Mg, Bisnaga Com 30G De Pomada De Uso Dermatologico",Neo Química,7896714230504,28.06,"R$ 16,59 ",10.96,39% ,17.099999999999998
"Nimesulida Eurofarma 100Mg, Caixa Com 12 Comprimidos",Eurofarma,7891317422028,33.11,"R$ 22,48 ",9.93,30% ,23.18
"Flancox 400Mg, Caixa Com 10 Comprimidos Revestidos",Apsen,7896637023344,29.56,"R$ 23,51 ",5.32,18% ,24.24
Acheflan 5mg ml 75ml Aerossol Aché,Aché,7896658006920,85.76,"R$ 70,71 ",12.86,15% ,72.9
"Nimesulida Comprimido Ems 100Mg, Caixa Com 12 Comprimidos",EMS,7896004704036,20.01,"R$ 18,83 ",0.6,3% ,19.41
Cetoprofeno 50 Mg 24 Comprimidos Med,Não especificada,7896422507349,29.11,"R$ 13,27 ",15.43,53% ,13.68
"Diclofenaco Sodico Medley 50Mg, Caixa Com 20 Comprimidos RevestidosÃ£Â¯Ã Â»Ã Â¿",Medley,7896422504492,16.4,"R$ 15,43 ",0.49,3% ,15.909999999999998
"Balsamo Bengue 0,10G + 0,15G, Caixa Com 1 Bisnaga Com 20G De Gel De Uso Dermatologico",EMS,7896004817576,23.17,"R$ 19,10 ",3.48,15% ,19.69
"Nimesulida Neo Quimica 100Mg, Caixa Com 12 Comprimidos",Neo Química,7896714223841,23.49,"R$ 19,83 ",3.05,13% ,20.439999999999998
"Cataflam 50Mg, Caixa Com 20 Drageas",Novartis,7896261013483,53.51,"R$ 48,79 ",3.21,6% ,50.3
Diclofenaco Colestiramina - Medley 70mg caixa com 20 cápsulas,Medley,7896422507271,36.07,"R$ 28,69 ",6.49,18% ,29.58
"Ibuprofeno Prati-Donaduzzi 600Mg, Caixa Com 20 Comprimidos Revestidos",Prati-Donaduzzi,7898148295159,20.66,"R$ 18,03 ",2.07,10% ,18.59
"Meloxicam 7,5mg Eurofarma 10 Comprimidos",Eurofarma,7891317421861,25.38,"R$ 14,04 ",10.91,43% ,14.469999999999999
"Diclofenaco Potassico Cimed 50Mg, Caixa Com 20 Comprimidos Revestidos",Cimed,7896523214092,14.49,"R$ 9,84 ",4.35,30% ,10.14
Loxonin Flex 100Mg Com 7 Adesivos,Não especificada,7897411603141,119.81,"R$ 104,60 ",11.98,10% ,107.83
Profenid Entérico 100mg caixa com 20 comprimidos revestidos,Sanofi,7896070601765,80.68,"R$ 66,52 ",12.1,15% ,68.58000000000001
Ponstan 500mg Pfizer 24 Comprimidos,Wyeth/Pfizer,7891268118001,45.1,"R$ 32,82 ",11.27,25% ,33.83
Maxsulid 400mg 30 Comprimidos,Cosmed,7896094917897,116.53,"R$ 94,95 ",18.64,16% ,97.89
"Acheflan 5Mg G, Caixa Contendo 1 Bisnaga Com 30G De Creme De Uso Dermatologico",Aché,7896658006432,65.58,"R$ 63,61 ",0.0,0% ,65.58
"Alginac Retard 1Mg + 100Mg + 100Mg + 100Mg, Caixa Com 10 Comprimidos Revestidos De Liberacao Retardada",P&G,7891721023965,72.23,"R$ 57,45 ",13.0,18% ,59.230000000000004
"Cimelide 100Mg, Caixa Com 12 Comprimidos",Cimed,7896523206110,26.89,"R$ 9,39 ",17.21,64% ,9.68
"Gelol 52,2Mg G + 44,4Mg G + 20,0Mg G + 191,97Mg Mg, Caixa Com 1 Bisnaga Com 20G De Pomada De Uso Dermatologico",Cosmed,7896094901582,26.33,"R$ 24,46 ",1.11,4% ,25.22
"Spidufen 1155Mg G, Caixa Com 10 Envelopes Com 3G De Granulado De Uso Oral, Damasco",Zambon,7898074617803,52.7,"R$ 43,46 ",7.9,15% ,44.800000000000004
"Flanax 550Mg, Caixa Com 10 Comprimidos Revestidos",Bayer,7891106006507,27.99,"R$ 24,73 ",2.5,9% ,25.49
"Naproxeno Sodico Neo Quimica 550Mg, Caixa Com 10 Comprimidos Revestidos",Neo Química,7896714214405,25.42,"R$ 14,54 ",10.43,41% ,14.990000000000002
Flexive CDM 350mg g Creme Dermatológico 50g,P&G,7891721022845,77.69,"R$ 63,03 ",12.71,16% ,64.97999999999999
"Biofladex 11,6Mg G, Caixa Com 1 Tubo Aerosol Com 85Ml De Solucao De Uso Dermatologico",EMS,7896004726045,48.66,"R$ 24,61 ",23.29,48% ,25.369999999999997
Massageol Aerossol 120mL,Neo Química,7896714273006,56.72,"R$ 29,54 ",26.27,46% ,30.45
