Nome,Marca,EAN,Preço,Preço com desconto,Valor do desconto,Porcentagem de desconto
Colírio Neo Brasil - 20ml,NEO QUIMICA SIMILAR,7896714224459,15.77,10.33,5.4399999999999995,34.5
Neolefrin Xarope com 60ml - Neo Química,NEO QUIMICA SIMILAR,7896714254784,22.16,12.33,9.83,44.4
Dramavit b6 20ml,NEO QUIMICA SIMILAR,7896622304847,16.8,9.23,7.57,45.1
Torsilax c/4 cpr,NEO QUIMICA SIMILAR,7896714257594,5.63,1.78,3.8499999999999996,68.4
Dropy D 1.000ui com 30 Comprimidos - Neo Química,NEO QUIMICA SIMILAR,7896714274188,42.14,7.43,34.71,82.4
Neolefrin Dia com 20 Comprimidos - Neo Química,NEO QUIMICA SIMILAR,7896714273822,16.96,9.52,7.440000000000001,43.9
FLUXON 25MG C/30 COMP,NEO QUIMICA SIMILAR,7896714203515,13.23,11.57,1.6600000000000001,12.5
Mirador Cólica com 20 Comprimidos - Neo Química,NEO QUIMICA SIMILAR,7896714291987,20.65,14.9,5.749999999999998,27.8
Vitamina Neo Química Ômega 3 com 60 Cápsulas - Neo Química,NEO QUIMICA SIMILAR,7896714291239,23.37,15.9,7.470000000000001,32.0
Zitroneo 600mg Suspensão de 15ml  - Neo Química,NEO QUIMICA SIMILAR,7896714220420,36.99,36.99,0.0,0.0
Miorrelax com 20 Comprimidos - Neo Química,NEO QUIMICA SIMILAR,7896714274027,12.35,12.35,0.0,0.0
Melatonina Neo Química com 90 Cápsulas - Neo Química,NEO QUIMICA SIMILAR,7896714290553,22.9,9.99,12.909999999999998,56.4
Vitamina C Neo Quimica com 10 Comprimidos - Neo Química,NEO QUIMICA SIMILAR,7896714291222,12.99,7.9,5.09,39.2
Neo loratadin 10mg c/12 cpr neo,NEO QUIMICA SIMILAR,7896714240206,15.24,4.1,11.14,73.1
Vitaminas Neo Homem c/60 Comprimidos,NEO QUIMICA SIMILAR,7896714273471,30.66,12.6,18.060000000000002,58.9
Vitaminas Neo Senior c/60 Cápsulas,NEO QUIMICA SIMILAR,7896714269887,2.99,2.99,0.0,0.0
Corticorten 5mg c/20 cpr,NEO QUIMICA SIMILAR,7896714200705,15.9,6.38,9.52,59.9
Flavonid 450/50mg c/30 cpds,NEO QUIMICA SIMILAR,7896714203768,93.34,26.46,66.88,71.7
Histamin com 20 Comprimidos - Neo Química,NEO QUIMICA SIMILAR,7896714219301,15.61,6.99,8.62,55.2
Histamin Xarope com 100ml - Neo Quimica,NEO QUIMICA SIMILAR,7896714219318,20.22,14.69,5.529999999999999,27.3
Lidogel gel 30gr com Aplicador - Neo Química,NEO QUIMICA SIMILAR,7896714230160,21.52,10.06,11.459999999999999,53.3
Massageol Aerosol - 120ml,NEO QUIMICA SIMILAR,7896714273006,50.95,19.87,31.080000000000002,61.0
Massageol Pomada - 30g,NEO QUIMICA SIMILAR,7896714230504,23.46,8.99,14.47,61.7
Neosoro H Spray com 60ml - Neo Química,NEO QUIMICA SIMILAR,7896714225296,26.89,16.59,10.3,38.3
Neopiridin com 12 Pastilhas - Neo Química,NEO QUIMICA SIMILAR,7896714283005,14.71,12.47,2.24,15.2
Neopiridin Spray com 50ml - Neo Química,NEO QUIMICA SIMILAR,7896714270029,37.98,16.53,21.449999999999996,56.5
Neo folico 5mg c/20 cpr,NEO QUIMICA SIMILAR,7896714201108,12.38,5.45,6.930000000000001,56.0
Neo Fedipina 10mg com 30 Comprimidos - Neo Química,NEO QUIMICA SIMILAR,7896714200064,27.96,23.51,4.449999999999999,15.9
Neosoro Solução Nasal com 30ml - Neo Química,NEO QUIMICA SIMILAR,7896714231143,10.94,3.99,6.949999999999999,63.5
Neosoro Infantil Solução Nasal com 30ml - Neo Química,NEO QUIMICA SIMILAR,7896714230023,11.34,6.78,4.56,40.2
Neosulida 100mg c/12 cpr,NEO QUIMICA SIMILAR,7896714200361,12.5,2.66,9.84,78.7
Torsilax - 30 Comprimidos,NEO QUIMICA SIMILAR,7896714200804,27.79,10.49,17.299999999999997,62.3
Vertigium 10mg 50 cpds,NEO QUIMICA SIMILAR,7896714203782,19.8,12.49,7.3100000000000005,36.9
Doralgina com 20 Drágeas - Neo Química,NEO QUIMICA SIMILAR,7896714210018,23.81,7.49,16.32,68.5
Flavonid 450mg + 50mg - 60 comprimidos,NEO QUIMICA SIMILAR,7896714221847,169.23,51.9,117.32999999999998,69.3
Tensaliv 5mg com 30 Comprimidos - Neo Química,NEO QUIMICA SIMILAR,7896714234212,31.8,2.65,29.150000000000002,91.7
Neocoflan Aerosol com 85ml - Neo Química,NEO QUIMICA SIMILAR,7896714221083,46.79,17.2,29.59,63.2
Miorrelax com 30 Comprimidos - Neo Química,NEO QUIMICA SIMILAR,7896714273525,13.49,10.82,2.67,19.8
Neo Fresh Solução de Uso Oftálmico - 15ml,NEO QUIMICA SIMILAR,7896714224053,35.37,30.96,4.409999999999997,12.5
Miorrelax com 10 Comprimidos - Neo Química,NEO QUIMICA SIMILAR,7896714273532,5.49,3.24,2.25,41.0
Doralgina 4 drágeas - Neo Química,NEO QUIMICA SIMILAR,7896714269917,28.5,9.49,19.009999999999998,66.7
"Neodia 1,5mg com1 Comprimido - Neo Química",NEO QUIMICA SIMILAR,7896714213446,17.6,4.9,12.700000000000001,72.2
Senareti 9mg Geléia 250g,NEO QUIMICA SIMILAR,7896622304106,91.56,85.13,6.430000000000007,7.0
Neolefrin Noite com 20 Comprimidos - Neo Química,NEO QUIMICA SIMILAR,7896714265933,15.29,9.88,5.409999999999998,35.4
Senareti Geleia - 150g,NEO QUIMICA SIMILAR,7896622304090,63.83,51.13,12.699999999999996,19.9
Dropy d 7.000ui com 10 Comprimidos - Neo Química,NEO QUIMICA SIMILAR,7896714274201,42.17,7.76,34.410000000000004,81.6
Dropy D 50.000ui com 8 Comprimidos - Neo Química,NEO QUIMICA SIMILAR,7896714274225,119.31,19.6,99.71000000000001,83.6
Dropy d 50.000ui c/4 cpr,NEO QUIMICA SIMILAR,7896714274218,84.83,15.53,69.3,81.7
Dropy d 7.000ui com 4 Comprimidos - Neo Química,NEO QUIMICA SIMILAR,7896714274195,26.11,5.49,20.619999999999997,79.0
Rifamicina Spray 20ml - Legrand Genérico,LEGRAND GENERICO,7894916140478,21.65,17.77,3.879999999999999,17.9
Amoxicilina + Clavulanato de Potássio 875mg com 14 Comprimidos - Legrand Genérico,LEGRAND GENERICO,7894916341301,145.03,66.86,78.17,53.9
Lorazepam 2mg com 30 Comprimidos - Legrand Genérico,LEGRAND GENERICO,7894916341288,23.81,4.68,19.13,80.3
Cetoprofeno 150mg com 10 Comprimidos - Legrand Genérico,LEGRAND GENERICO,7894916149136,44.13,10.24,33.89,76.8
Ciclopirox Olamina Solução de Uso Dermatológico 15ml - Legrand Genérico,LEGRAND GENERICO,7894916145695,28.75,12.64,16.11,56.0
Dipirona Monoidratada 100ml - Legrand,LEGRAND GENERICO,7894916143448,31.59,12.26,19.33,61.2
Tadalafila 20mg com 2 Comprimidos - Legrand Genérico,LEGRAND GENERICO,7894916149792,40.85,2.84,38.010000000000005,93.0
Alprazolam 1mg com 30 Comprimidos - Legrand Genérico,LEGRAND GENERICO,7894916149167,26.53,3.37,23.16,87.3
Alprazolam 2mg com 30 Comprimidos - Legrand Genérico,LEGRAND GENERICO,7894916149143,68.9,8.23,60.67,88.1
Dermobene Creme - 20g,LEGRAND GENERICO,7896004810225,20.46,7.96,12.5,61.1
Repoflor - 4 envelopes,LEGRAND GENERICO,7896004715230,36.15,18.02,18.13,50.2
Repoflor 200mg - 6 cápsulas,LEGRAND GENERICO,7896004720838,45.19,24.72,20.47,45.3
Natus Gerin - 30 cápsulas,LEGRAND GENERICO,7896004718132,64.22,25.68,38.54,60.0
Previane com 3 x 21 Comprimidos - Legrand Genérico,LEGRAND GENERICO,7896004818993,88.09,29.85,58.24,66.1
Oxalato de escitalopram 10mg com 30 Comprimidos - Legrand Genérico,LEGRAND GENERICO,7894916146487,57.98,7.79,50.19,86.6
Cloridrato de Bupropiona 150mg com 30 Comprimidos - Legrand Genérico,LEGRAND GENERICO,7894916146678,109.3,24.72,84.58,77.4
Mesalazina 800mg com 30  Comprimidos - Legrand Genérico,LEGRAND GENERICO,7894916142427,129.53,61.96,67.57,52.2
Cloridrato de Hidroxizina 25mg com 30 Comprimidos - Legrand Genérico,LEGRAND GENERICO,7894916146111,50.03,29.25,20.78,41.5
Cloridrato de Duloxetina 30mg com 30 Cápsulas - Legrand Genérico,LEGRAND GENERICO,7894916148016,131.98,47.12,84.85999999999999,64.3
Cloridrato de Duloxetina 60mg com 30 Cápsulas - Legrand Genérico,LEGRAND GENERICO,7894916148023,264.03,86.44,177.58999999999997,67.3
Rosuvastatina Cálcica 10mg com 30 comprimidos - Legrand,LEGRAND GENERICO,7894916146104,108.89,6.11,102.78,94.4
Atorvastatina Cálcica 20mg com 30 Comprimidos - Legrand Genérico,LEGRAND GENERICO,7894916146067,66.83,10.51,56.32,84.3
"Drospirenona + Etinilestradiol 3mg + 0,03mg com 21 Comprimidos - Legrand Genérico",LEGRAND GENERICO,7894916147118,48.01,15.52,32.489999999999995,67.7
Desloratadina 5mg com 10 Comprimidos - Legrand Genérico,LEGRAND GENERICO,7894916145459,49.61,7.18,42.43,85.5
Atenolol + Clortalidona 100/25mg com 30 Comprimidos - Legrand Genérico,LEGRAND GENERICO,7894916144681,55.49,19.62,35.870000000000005,64.6
"Meloxicam 7,5mg com 10 Comprimidos - Legrand Genérico",LEGRAND GENERICO,7894916140690,22.33,3.87,18.459999999999997,82.7
Fenofibrato 200mg com 30 Comprimidos - Legrand Genérico,LEGRAND GENERICO,7894916145015,103.35,60.56,42.78999999999999,41.4
Domperidona 10mg com 30 Comprimidos - Legrand Genérico,LEGRAND GENERICO,7894916145114,19.78,6.01,13.770000000000001,69.6
Atenolol 100mg com 30 Comprimidos - Legrand Genérico,LEGRAND GENERICO,7894916144223,40.89,7.2,33.69,82.4
Lansoprazol 30mg com 28 Comprimidos - Legrand Genérico,LEGRAND GENERICO,7894916140829,92.06,18.13,73.93,80.3
Losartana Potássica 100mg com 30 Comprimidos  - Legrand Genérico,LEGRAND GENERICO,7894916145152,81.32,17.04,64.28,79.0
Acetato De Clormadinona + Etinilestradiol com 21 Comprimidos - Legrand Genérico,LEGRAND GENERICO,7894916342704,35.96,9.29,26.67,74.2
Paracetamol Gotas 15ml - Legrand Genérico,LEGRAND GENERICO,7894916142311,10.81,5.36,5.45,50.4
Cloridrat de Bupropiona 150mg com 60 Comprimidos - Legrand Genérico,LEGRAND GENERICO,7894916146685,200.52,39.33,161.19,80.4
Maleato de Trimebutina 200mg com 60 Comprimidos - Legrand Genérico,LEGRAND GENERICO,7894916148733,122.89,66.67,56.22,45.7
Acetilcisteína Xarope Adulto 120ml - Legrand,LEGRAND GENERICO,7894916142656,44.13,14.54,29.590000000000003,67.1
Bismu-Jet Gotas - 20ml,LEGRAND GENERICO,7896004810140,35.43,16.81,18.62,52.6
Expec Xarope com 120ml - Legrand Genérico,LEGRAND GENERICO,7896004812168,42.22,25.16,17.06,40.4
Expectamin Xarope Frasco com 100ml - Legrand Genérico,LEGRAND GENERICO,7896004731674,28.78,22.43,6.350000000000001,22.1
Previane com 21 Comprimidos - Legrand,LEGRAND GENERICO,7896004707846,37.1,15.16,21.94,59.1
Repoflor - 12 cápsulas,LEGRAND GENERICO,7896004715247,49.34,24.5,24.840000000000003,50.3
Repopil 1bl x 21 drag,LEGRAND GENERICO,7896004703954,23.75,11.69,12.06,50.8
Repopil 3bl x 21 Drágeas - Legrand Genérico,LEGRAND GENERICO,7896004734026,67.84,26.08,41.760000000000005,61.6
Rosuvastatina Cálcica 20mg com 30 Comprimidos - Legrand Genérico,LEGRAND GENERICO,7894916146012,189.98,10.49,179.48999999999998,94.5
Atorvastatina Cálcica 10mg com 30 Comprimidos - Legrand Genérico,LEGRAND GENERICO,7894916146050,66.54,8.89,57.650000000000006,86.6
Clonazepam 2mg com 30 Comprimidos - Legrand Genérico,LEGRAND GENERICO,7894916144674,18.62,3.87,14.75,79.2
Succinato de Desvelafaxina 100mg com 30 Comprimidos - Legrand Genérico,LEGRAND GENERICO,7894916148917,135.87,41.86,94.01,69.2
"Alprazolam 0,5mg com 30 Comprimidos - Legrand Genérico",LEGRAND GENERICO,7894916149150,13.66,3.53,10.13,74.2
Cloridrato de Sibutramina 15mg com 30 Cápsulas - Legrand Genérico,LEGRAND GENERICO,7894916144469,85.44,17.86,67.58,79.1
Albendazol 40mg Suspensão de Uso Oral 10 ml - Legrand Genérico,LEGRAND GENERICO,7894916143264,10.33,4.34,5.99,58.0
Acido Mefenâmico 500mg com 24 Comprimidos - Legrand Genérico,LEGRAND GENERICO,7894916144261,24.76,9.77,14.990000000000002,60.5
Gliclazida 60mg com 60 Comprimidos - Legrand Genérico,LEGRAND GENERICO,7894916340458,97.99,49.7,48.28999999999999,49.3
Prednisolona 20mg com 10 Comprimidos - Legrand Genérico,LEGRAND GENERICO,7894916146852,19.67,9.22,10.450000000000001,53.1
Óleo Essencial de Limão Siciliano,ZANPHY,0796554919416,49.99,49.99,0.0,0.0
Óleo Essencial de Cravo Folha,ZANPHY,725765313768,39.99,39.99,0.0,0.0
Óleo Essencial de Citronela,ZANPHY,725765313775,39.99,39.99,0.0,0.0
Floral No Controle - 30ml,ZANPHY,0745125000381,29.99,29.99,0.0,0.0
Floral Tô Relax - 30ml,ZANPHY,745125000411,29.99,29.99,0.0,0.0
Floral Pensamento Positivo - 30ml,ZANPHY,0745125000534,29.99,29.99,0.0,0.0
Óleo Essencial - Mandarina Verde,ZANPHY,764460083668,49.99,49.99,0.0,0.0
Óleo Essencial - Funcho Doce,ZANPHY,764460083644,49.99,49.99,0.0,0.0
Óleo Essencial - Gerânio,ZANPHY,764460083651,64.49,64.49,0.0,0.0
Óleo Essencial - Bergamota,ZANPHY,764460083637,39.99,39.99,0.0,0.0
Óleo Essencial - Patchouli,ZANPHY,764460083675,49.99,49.99,0.0,0.0
Oleo Essencial Blend Baby Soneca - Florata,ZANPHY,0764460083521,39.99,39.99,0.0,0.0
Óleo Essencial - Laranja Doce,ZANPHY,745240344957,39.99,39.99,0.0,0.0
Óleo Essencial - Alecrim,ZANPHY,725765313706,39.99,39.99,0.0,0.0
Óleo Essencial - Melaleuca,ZANPHY,745178200769,39.99,39.99,0.0,0.0
Óleo Essencial - Eucalipto,ZANPHY,745178200752,39.99,39.99,0.0,0.0
Óleo Essencial Hortelã e Pimenta - Florata,ZANPHY,745178200745,49.99,49.99,0.0,0.0
Óleo Essencial - Lavanda,ZANPHY,745178200738,49.99,49.99,0.0,0.0
Floral Kids - Hiperatividade,ZANPHY,0745125000473,29.99,29.99,0.0,0.0
Floral Kids - Pesadelo e Sono,ZANPHY,0745125000480,29.99,29.99,0.0,0.0
Floral Kids - Teimosia,ZANPHY,0745125000497,29.99,29.99,0.0,0.0
Composto maxbella c/60 caps,ZANPHY,745114855794,14.99,14.99,0.0,0.0
Floral - Ansiedade,ZANPHY,745125000312,29.99,29.99,0.0,0.0
Floral Pet - Ansiedade,ZANPHY,745178200813,29.99,29.99,0.0,0.0
Floral - Adolescência e Estudos,ZANPHY,0745125000305,29.99,29.99,0.0,0.0
Floral - Tensão e Stress,ZANPHY,0745125000589,29.99,29.99,0.0,0.0
Floral Kids - Adaptação Escolar,ZANPHY,0745125000435,24.99,24.99,0.0,0.0
Floral Pet - Medos e Traumas,ZANPHY,745178200851,29.99,29.99,0.0,0.0
Floral - Menopausa e Tpm,ZANPHY,0745125000510,29.99,29.99,0.0,0.0
Floral - Baixa Imunidade,ZANPHY,0745125000336,29.99,29.99,0.0,0.0
Floral Kids - Ansiedade,ZANPHY,0745125000442,29.99,29.99,0.0,0.0
Floral - Reparação do Sono,ZANPHY,745178200868,29.99,29.99,0.0,0.0
Floral Pet - Agressividade,ZANPHY,745178200806,29.99,29.99,0.0,0.0
Floral - Estímulo da Líbido,ZANPHY,0745125000398,29.99,29.99,0.0,0.0
Floral Pet - Adaptação e Transição,ZANPHY,745178200790,29.99,29.99,0.0,0.0
Floral Pet - Desobediência,ZANPHY,745178200844,29.99,29.99,0.0,0.0
Floral - Cansaço Físico e Mental,ZANPHY,0745125000343,29.99,29.99,0.0,0.0
Floral - Desânimo e Tristeza,ZANPHY,0745125000374,29.99,29.99,0.0,0.0
Floral - Parar de Fumar,ZANPHY,0745125000527,29.99,29.99,0.0,0.0
Floral - Redução de Peso,ZANPHY,0745125000541,29.99,29.99,0.0,0.0
Floral Pet - Carência e Abandono,ZANPHY,745178200820,29.99,29.99,0.0,0.0
Floral Pet - Automutilação,ZANPHY,745178200783,29.99,29.99,0.0,0.0
Floral - Vícios,ZANPHY,0745125000596,29.99,29.99,0.0,0.0
Floral - Falta de Memória,ZANPHY,0745125000404,29.99,29.99,0.0,0.0
Floral Pet - Stress,ZANPHY,745178200875,29.99,29.99,0.0,0.0
Floral Kids - Choro,ZANPHY,0745125000459,29.99,29.99,0.0,0.0
Floral - Resgate SOS,ZANPHY,0745125000565,29.99,29.99,0.0,0.0
Floral - Depressão,ZANPHY,0745125000367,29.99,29.99,0.0,0.0
Floral Pet - Coprofagia,ZANPHY,745178200837,29.99,29.99,0.0,0.0
Floral - Insegurança e Indecisão,ZANPHY,0745125000428,29.99,29.99,0.0,0.0
Trivagel N Creme 60g - Marjan,MARJAN,7896226102504,95.55,73.55,22.0,23.0
Pasalix com 20 Comprimidos - Marjan,MARJAN,7896226109688,58.19,49.46,8.729999999999997,15.0
Calde Max 60 2.000UI com 60 Comprimidos - Marjan,MARJAN,7896226110158,154.9,154.9,0.0,0.0
Pasalix PI 1000mg com 20 Comprimidos - Marjan,MARJAN,7896226109909,99.99,84.99,15.0,15.0
Vitergan Master N - 30 Cápsulas,MARJAN,7896226100067,95.99,86.2,9.789999999999992,10.2
Colaten Plenne com 30 Sachês - Marjan,MARJAN,7896226109718,170.34,163.42,6.920000000000016,4.1
Caldê Max 2000 UI - 30 Comprimidos,MARJAN,7896226109930,154.9,154.9,0.0,0.0
"Vecasten 26,70mg com 60 Comprimidos - Marjan",MARJAN,7896226109459,249.87,198.69,51.18000000000001,20.5
Aplause 20mg com 60 Comprimidos - Marjan,MARJAN,7896226109855,226.57,192.58,33.98999999999998,15.0
Dozemast Sublingual 1000mcg com 60 Comprimidos - Marjan,MARJAN,7896226108933,197.98,151.38,46.599999999999994,23.5
Caldê Mdk 1.000Ui com 30 Comprimidos - Marjan,MARJAN,7896226109541,81.9,74.56,7.340000000000003,9.0
Caldê Mdk 2.000UI - 30 Comprimidos,MARJAN,7896226109565,86.4,83.38,3.0200000000000102,3.5
Dozemast Sublingual 1000mcg com 90 Comprimidos - Marjan,MARJAN,7896226109640,256.2,195.2,61.0,23.8
Vitergan Zinco Plus com 60 Comprimidos - Marjan,MARJAN,7896226109350,198.87,169.04,29.830000000000013,15.0
Vitergan Zinco com 60 Comprimidos - Marjan,MARJAN,7896226109336,165.14,140.37,24.769999999999982,15.0
Caldê Mdk 1000ui - 60 Comprimidos,MARJAN,7896226109558,131.99,123.96,8.030000000000015,6.1
Magnen Femme com 30 Comprimidos - Marjan,MARJAN,7896226109626,99.99,97.47,2.519999999999996,2.5
Pasalix PI 500mg com 60 Comprimidos - Marjan,MARJAN,7896226109534,138.57,117.78,20.789999999999992,15.0
Pasalix - 60 comprimidos,MARJAN,7896226109527,144.35,122.7,21.64999999999999,15.0
Aplause 20mg com 30 Comprimidos - Marjan,MARJAN,7896226109824,139.44,118.52,20.92,15.0
Caldê1500mg + 400UI com 60 Comprimidos - Marjan,MARJAN,7896226109305,99.9,96.92,2.980000000000004,3.0
Endofolin 5mg com 30 Comprimidos - Marjan,MARJAN,7896226101873,47.01,39.96,7.049999999999997,15.0
Magnen B6 - 30 comprimidos,MARJAN,7896226102955,121.25,103.06,18.189999999999998,15.0
Pasalix - 20 comprimidos,MARJAN,7896226102818,55.62,47.28,8.339999999999996,15.0
Takil Creme Vaginal 35g - Marjan,MARJAN,7896226102351,101.97,86.67,15.299999999999997,15.0
Tenag - 20 comprimidos,MARJAN,7896226102429,113.13,91.04,22.08999999999999,19.5
Vicog com 30 Comprimidos - Marjan,MARJAN,7896226102542,34.4,26.56,7.84,22.8
Vitergan Zinco com 30 Comprimidos - Marjan,MARJAN,7896226102603,102.69,87.29,15.399999999999991,15.0
Vitergan Zinco Plus com 30 Comprimidos - Marjan,MARJAN,7896226102801,118.14,100.42,17.72,15.0
Caldê Mag - 60 Comprimidos,MARJAN,7896226105147,107.99,107.99,0.0,0.0
Vecasten com 30 Comprimidos - Marjan,MARJAN,7896226109435,138.83,107.77,31.060000000000016,22.4
Monaless 600mg com 60 Comprimidos - Marjan,MARJAN,7896226102092,163.21,138.73,24.480000000000018,15.0
Suplemento Vitamínico BariVit - 60 comprimidos,MARJAN,7896226105192,124.9,124.38,0.5200000000000102,0.4
ZincoPro com 6 Cápsulas  - Marjan,MARJAN,7896226108568,46.99,42.4,4.590000000000003,9.8
Normaten Fit - 10 sachês,MARJAN,7896226105246,62.9,58.61,4.289999999999999,6.8
Caldê K2 com 30 Comprimidos - Marjan,MARJAN,7896226105208,104.9,104.9,0.0,0.0
Permear 300mg com 20 Comprimidos - Marjan,MARJAN,7896226103020,164.5,123.32,41.18000000000001,25.0
Permear 300mg com 30 Comprimidos - Marjan,MARJAN,7896226103037,237.64,182.64,55.0,23.1
Barivit Sabor Laranja - 60 Comprimidos,MARJAN,7896226105291,124.9,123.2,1.7000000000000028,1.4
Caldê Km - 30 Comprimidos,MARJAN,7896226108735,104.9,104.9,0.0,0.0
Pasalix PI 500mg com 20 Comprimidos - Marjan,MARJAN,7896226100364,60.53,51.45,9.079999999999998,15.0
Vecasten Gel - 150g,MARJAN,7896226109053,79.9,77.57,2.3300000000000125,2.9
ZincoPro com 30 Cápsulas - Marjan,MARJAN,7896226109237,122.99,120.23,2.759999999999991,2.2
Pasalix - 30 comprimidos,MARJAN,7896226109695,71.24,60.55,10.689999999999998,15.0
Vicog com 90 Comprimidos - Marjan,MARJAN,7896226109275,94.18,72.77,21.41000000000001,22.7
Pasalix PI 500mg com 30 Comprimidos - Marjan,MARJAN,7896226100371,71.56,60.83,10.730000000000004,15.0
ZincoPro com 15 Cápsulas - Marjan,MARJAN,7896226109251,59.9,59.9,0.0,0.0
Gel Hidratante Intravaginal Relactagel 35g + 7 Aplicadores,MARJAN,7896226109282,68.9,67.38,1.5200000000000102,2.2
Vitersol Dk2 - 30 Comprimidos,MARJAN,7896226109312,69.9,69.9,0.0,0.0
Magnen B6 com 60 Comprimidos - Marjan,MARJAN,7896226109503,216.66,169.34,47.31999999999999,21.8
Dozemast Sublingual 1000mcg com 30 Comprimidos - Marjan,MARJAN,7896226108926,103.89,78.93,24.959999999999994,24.0
Caldê Mdk 2.000UI - 60 Comprimidos,MARJAN,7896226109572,134.9,127.81,7.090000000000003,5.3
"Cataflampro Emulgel 11,6mg com 150g - GSK",GSK OTC,7896261018310,79.9,75.11,4.790000000000006,6.0
"Eno Probiótico 1,5g com 30 Cápsulas - GSK",GSK OTC,7896009498800,71.89,71.89,0.0,0.0
"Eno Probiótico 1,5g com 10 Cápsulas - GSK",GSK OTC,7896009498817,59.9,41.74,18.159999999999997,30.3
"Advipro Aerosol 11,6mg com 60g/85ml - GSK",GSK OTC,7896009498251,52.91,10.9,42.01,79.4
"Advipro Gel 11,6mg com 30g - GSK",GSK OTC,7896009498244,28.91,8.9,20.009999999999998,69.2
Centrum Essentials Homem com  60 Comprimidos - GSK,GSK OTC,7896009498626,129.9,124.62,5.280000000000001,4.1
Sal de Fruta Eno Sabor Tônica com 100g - GSK,GSK OTC,7896015593216,28.91,24.57,4.34,15.0
Sal de Fruta Eno Sabor Tônica com 2 Envelopes de 5g Cada - GSK,GSK OTC,7896015593230,4.6,3.91,0.6899999999999995,15.0
Advil Mulher 400mg com 10 Cápsulas - GSK,GSK OTC,7896009498480,31.8,27.98,3.8200000000000003,12.0
Sal de Andrews Efervescente em Sachê de 5g - GSK,GSK OTC,7896015592356,1.79,1.52,0.27,15.1
Advil 12h 600mg com 6 Comprimidos - GSK,GSK OTC,7896015592752,24.98,21.98,3.0,12.0
Centrum Essentials Mulher com 60 Comprimidos - GSK,GSK OTC,7896009498640,129.9,126.58,3.3200000000000074,2.6
Sal de Fruta Eno Sabor Menta com 4 Pastilhas - GSK,GSK OTC,7896015592653,4.99,4.84,0.15000000000000036,3.0
Sal de Fruta Eno Sabor Menta com 8 Pastilhas - GSK,GSK OTC,7896015592660,9.49,9.49,0.0,0.0
Caltrate 600 + D - 60 comprimidos,GSK OTC,7896009498534,107.9,98.78,9.120000000000005,8.5
Cataflampro Emulgel com 30g - GSK,GSK OTC,7896261014244,28.91,27.18,1.7300000000000004,6.0
Cataflampro Emulgel com 60g - GSK,GSK OTC,7896261014268,49.91,43.92,5.989999999999995,12.0
Cataflampro Aerosol com 60g - GSK,GSK OTC,7896261005723,52.91,46.56,6.349999999999994,12.0
Centrum de A a Z com 30 Comprimidos -  GSK,GSK OTC,7896009498121,58.9,58.24,0.6599999999999966,1.1
Centrum de A a Z com 60 Comprimidos - GSK,GSK OTC,7896009498138,104.99,104.99,0.0,0.0
Emulsão Scott Sabor Tradicional - 400ml,GSK OTC,7896015590987,34.9,34.06,0.8399999999999963,2.4
Emulsão Scott Sabor Laranja com 200ml - GSK,GSK OTC,7896015590932,24.9,24.9,0.0,0.0
Emulsão Scott Sabor Morango - 400ml,GSK OTC,7896015590963,34.9,34.9,0.0,0.0
