Nome,Marca,EAN,Preço,Preço com desconto,Valor do desconto,Porcentagem de desconto
Dipirona Sódica + Cafeína com 4 Comprimidos - Neo Química Genérico,NEO QUIMICA GENERICO,7896714261522,5.53,2.0,3.5300000000000002,63.8
Nimesulida 20mg Gel Dermatológico 40g - Neo Química Genérico,NEO QUIMICA GENERICO,7896714229829,19.18,11.05,8.129999999999999,42.4
Dipirona Sódica + Cafeína com 16 Comprimidos - Neo Química Genérico,NEO QUIMICA GENERICO,7896714214603,22.07,10.82,11.25,51.0
Nitazoxanida 500mg com 6 Comprimidos - Neo Química Genérico,NEO QUIMICA GENERICO,7896714273426,59.15,18.37,40.78,68.9
DESVENLAFAXINA SUCCINATO 100MG C/30 COMP,NEO QUIMICA GENERICO,7896714292038,112.07,36.75,75.32,67.2
"Bronferinamina + Fenilefrina 2 + 2,5mg/ml 20ml - Neo Química Genérico",NEO QUIMICA GENERICO,7896714293370,12.17,12.17,0.0,0.0
Bronfeniramina + Fenilefrina 12 + 15mg com 12 Ccomprimidos - Neo Química Genérico,NEO QUIMICA GENERICO,7896714295077,19.61,19.61,0.0,0.0
"Besilato de Levanlodipino 2,5mg com 30 Comprimidos",NEO QUIMICA GENERICO,7896714292212,44.55,28.13,16.419999999999998,36.9
Besilato de Levanlodipino 5mg com 30 Comprimidos,NEO QUIMICA GENERICO,7896714292236,86.55,46.41,40.14,46.4
"Cloridrato de Fenilefrina + Maleato Bronfeniramina 0,4+1mg/ml 120ml",NEO QUIMICA GENERICO,7896714293387,17.87,17.2,0.6700000000000017,3.7
Minoxidil 50mg Spray 100ml - Neo Química Genérico,NEO QUIMICA GENERICO,7896714290997,113.09,42.0,71.09,62.9
Minoxidil 50mg Spray 50ml - Neo Química,NEO QUIMICA GENERICO,7896714274393,91.1,30.66,60.44,66.3
Apixabana 5mg com 60 Comprimidos - Neo Química Genérico,NEO QUIMICA GENERICO,7896714291932,201.64,114.91,86.72999999999999,43.0
Omeprazol 20mg com 28 Cápsulas - Neo QuÍmica Genérico,NEO QUIMICA GENERICO,7896714230290,42.16,10.74,31.419999999999995,74.5
Fumarato de Quetiapina 50mg com 30 Comprimidos - Neo Química Genérico,NEO QUIMICA GENERICO,7896714275376,138.95,65.06,73.88999999999999,53.2
Meloxicam 15mg com 10 Comprimidos - Neo Química Genérico,NEO QUIMICA GENERICO,7896714228853,32.76,2.92,29.839999999999996,91.1
Acebrofilina Xarope Adulto 120ml - Neo Química,NEO QUIMICA GENERICO,7896714214146,34.4,19.04,15.36,44.7
Maleato de Dexclorfeniramina 2mg 20 comprimidos - Neo Química,NEO QUIMICA GENERICO,7896714201498,12.96,5.24,7.720000000000001,59.6
Tioconazol + Tinidazol Creme Vaginal 35g + Aplicadores - Neo Química Genérico,NEO QUIMICA GENERICO,7896714224107,61.77,21.36,40.410000000000004,65.4
Naproxeno 550mg com 10 Comprimidos - Neo Química Genérico,NEO QUIMICA GENERICO,7896714214405,22.84,14.65,8.19,35.9
Valerato de Betametasona Solução Capilar 50ml - Neo Química Genérico,NEO QUIMICA GENERICO,7896714224114,44.84,23.11,21.730000000000004,48.5
Dipirona Monoidratada 1g 10 comprimidos - Neo Química,NEO QUIMICA GENERICO,7896714207551,20.21,7.99,12.22,60.5
Mesalazina 400mg com 30 Comprimidos - Neo Química Genérico,NEO QUIMICA GENERICO,7896714223049,104.64,67.77,36.870000000000005,35.2
Dipirona Monoidratada Gotas 20ml - Neo Química,NEO QUIMICA GENERICO,7896714213736,17.23,3.82,13.41,77.8
Orlistate 120mg com 42 Cápsulas - Neo Química Genérico,NEO QUIMICA GENERICO,7896714237497,181.19,49.9,131.29,72.5
Tinidazol + Nitrato de Miconazol Creme Vaginal 40g - Neo Quimica Genérico,NEO QUIMICA GENERICO,7897322703794,38.83,18.14,20.689999999999998,53.3
Tadalafila 5mg com 28 Comprimidos - Neo Química Genérico,NEO QUIMICA GENERICO,7896714255941,80.57,7.9,72.66999999999999,90.2
Cloridrato de Nebivolol 5mg com 28 Comprimidos - Neo Química Genérico,NEO QUIMICA GENERICO,7896714268873,82.43,22.56,59.870000000000005,72.6
Dicloridrato de Levocetirizina 5mg com 10 Comprimidos - Neo Química Genérico,NEO QUIMICA GENERICO,7896714274010,35.2,18.74,16.460000000000004,46.8
Cloridrato de Ciprofloxacino 500mg com 14 Comprimidos - Biolab,BIOLAB GENERICO,7896112402138,46.32,10.93,35.39,76.4
"Carvedilol 12,5mg com 30 Comprimidos - Biolab Genérico",BIOLAB GENERICO,7898146823064,32.51,5.46,27.049999999999997,83.2
Cloridrato de Nebivolol 5mg com 30 Comprimidos - Biolab Genérico,BIOLAB GENERICO,7896004771373,53.12,22.69,30.429999999999996,57.3
Risperidona 2mg com 30 Comprimidos - Biolab Genérico,BIOLAB GENERICO,7898146823422,39.38,10.01,29.370000000000005,74.6
Acido Valproico 250mg com 25 Cápsulas - Biolab Genérico,BIOLAB GENERICO,7896112401230,20.61,18.89,1.7199999999999989,8.3
Hemitrato de Zolpidem 5mg com 30 Comprimidos - Biolab Genérico,BIOLAB GENERICO,7896112406488,33.26,33.26,0.0,0.0
Pregabalina 150mg com 30 Cápsulas - Biolab Genérico,BIOLAB GENERICO,7896112406273,129.83,38.42,91.41000000000001,70.4
Succinato de Solifenacina 10mg com 30 Comprimidos - Biolab Genérico,BIOLAB GENERICO,7896112407669,167.36,94.23,73.13000000000001,43.7
Simeticona 125mg com 15 Cápsulas - Biolab Genérico,BIOLAB GENERICO,7896112406778,6.14,4.73,1.4099999999999993,23.0
Atenolol 100mg com 30 Comprimidos - Biolab,BIOLAB GENERICO,7896112401476,34.57,13.43,21.14,61.2
"Carvedilol 6,25mg 30 Comprimidos - Biolab",BIOLAB GENERICO,7898146823040,28.13,4.68,23.45,83.4
Maleato de Enalapril 10mg 30 Comprimidos - Biolab Genérico,BIOLAB GENERICO,7896112401391,7.23,3.56,3.6700000000000004,50.8
"Carvedilol 3,125mg 30 Comprimidos - Biolab",BIOLAB GENERICO,7898146823026,24.52,4.28,20.24,82.5
Atenolol 25mg com 30 Comprimissos - Biolab Genérico,BIOLAB GENERICO,7896112401452,8.58,1.8,6.78,79.0
Ondansetrona 8mg com 10 Comprimidos - Biolab Genérico,BIOLAB GENERICO,7896112400394,55.83,18.45,37.379999999999995,67.0
Carvedilol 25mg com 30 Comprimidos - Biolab Genérico,BIOLAB GENERICO,7898146822418,55.11,8.33,46.78,84.9
Fumarato de Quetiapina 100mg com 30 Comprimidos - Biolab Genérico,BIOLAB GENERICO,7898146825358,138.97,29.46,109.50999999999999,78.8
Vitamina D3 7.000UI com 30 Cápsulas - Biolab Genérico,BIOLAB GENERICO,7896112402282,83.67,18.23,65.44,78.2
"Noretisterona 0,35mg com 35 Comprimidos - Biolab Genérico",BIOLAB GENERICO,7896112401407,10.43,10.34,0.08999999999999986,0.9
Bromidrato de Galantamina 24mg com 30 Cápsulas - Biolab Genérico,BIOLAB GENERICO,7899551305688,285.9,115.64,170.26,59.6
Cloridrato de Memantina 10mg com 30 Comprimidos - Biolab Genérico,BIOLAB GENERICO,7898146825112,60.64,16.32,44.32,73.1
Paracetamol + Codeína 30mg com 24 Comprimidos - Biolab Genérico,BIOLAB GENERICO,7898146824061,49.09,19.47,29.620000000000005,60.3
Gabapentina 300mg com 30 Cápsulas - Biolab Genérico,BIOLAB GENERICO,7898146820582,86.78,20.7,66.08,76.1
Gabapentina 400mg com 30 Cápsulas - Biolab Genérico,BIOLAB GENERICO,7898146820612,100.11,25.79,74.32,74.2
Cloridrato de Ticlopidina 250mg com 30 Comprimidos - Biolab Genérico,BIOLAB GENERICO,7896112401216,69.46,26.32,43.13999999999999,62.1
Mononitrato de Isossorbida 20mg ccom 30 Comprimidos - Biolab Genérico,BIOLAB GENERICO,7896112401315,12.96,10.71,2.25,17.4
"Maleato de Enalapril + Hidroclorotiazida 20/12,5mg com 30 Comprimidos - Biolab Genérico",BIOLAB GENERICO,7896112401360,43.74,12.71,31.03,70.9
Rivaroxabana 20mg com 28 Comprimidos - Biolab Genérico,BIOLAB GENERICO,7896112403616,121.14,33.29,87.85,72.5
"Levonorgestrel + Etinilestradiol 0,15mg + 0,03mg com 63 Comprimidos - Biolab Genérico",BIOLAB GENERICO,7896112403173,22.4,5.96,16.439999999999998,73.4
Succinato de Metropolol 50mg com 30 Comprimidos - Biolab Genérico,BIOLAB GENERICO,7896112406693,42.65,20.88,21.77,51.0
Rivaroxabana 15mg com 28 Ccomprimidos - Biolab Genérico,BIOLAB GENERICO,7896112403609,115.93,31.25,84.68,73.0
Rivaroxabana 10mg com 30 Comprimidos - Biolab Genérico,BIOLAB GENERICO,7896112403562,129.79,30.9,98.88999999999999,76.2
Clopidofrel 75mg com 30 Comprimidos - Biolab Genérico,BIOLAB GENERICO,7898146824450,54.31,18.38,35.93000000000001,66.2
Succinato de Solifenancina 5mg com 30 Comprimidos - Biolab Genérico,BIOLAB GENERICO,7896112407652,137.07,80.01,57.05999999999999,41.6
Lactulose 667mg - 120ml,BIOLAB GENERICO,7896112406631,19.99,16.36,3.629999999999999,18.2
Lamotrigina 50mg com 30 Comprimidos - Geolab,BIOLAB GENERICO,7898146820827,43.47,17.8,25.669999999999998,59.1
Vitamina D3 15.000UI - 4 Cápsulas,BIOLAB GENERICO,7896112406839,37.42,22.74,14.680000000000003,39.2
Pitavastatina Cálcica 2mg com 30 Comprimidos - Biolab Genérco,BIOLAB GENERICO,7896112405818,98.86,61.39,37.47,37.9
Fumarato de Quetiapina 200mg com 30 Comprimidos - Biolab Genérico,BIOLAB GENERICO,7898146825426,277.77,48.29,229.48,82.6
"Losartana Potássica + Hidroclorotiazida 50/12,5mg com 30 Comprimidos - Biolab Genérico",BIOLAB GENERICO,7896112401278,46.35,10.62,35.730000000000004,77.1
Carbonato de Litio 300mg com 60 Comprimidos - Biolab Genérico,BIOLAB GENERICO,7896112403456,36.46,29.55,6.91,19.0
"Levonorgestrel + Etinilestradiol 0,15mg + 0,03mg com 21 Comprimidos - Biolab Genérico",BIOLAB GENERICO,7896112403166,8.0,3.04,4.96,62.0
Olanzapina 10mg com 30 Comprimidos - Biolab Genérico,BIOLAB GENERICO,7898146827895,272.02,44.6,227.42,83.6
Losartana Potássica + Hidroclorotiazida 100/25mg com 30 Comprimidos - Biolab Genérico,BIOLAB GENERICO,7896112401285,76.46,15.95,60.50999999999999,79.1
Carbonato de litio 300mg com 90 Comprimidos - Biolab Genérico,BIOLAB GENERICO,7896112403463,54.71,43.7,11.009999999999998,20.1
Vitamina D3 50.000UI com 8 Cápsulas - Biolab Genérico,BIOLAB GENERICO,7896112402299,122.78,25.09,97.69,79.6
Vitamina C 500mg com 60 Cápsulas - Biolab,BIOLAB GENERICO,7896112402572,49.9,25.9,24.0,48.1
Bromidrato de Galantamina 16mg com 30 Cápsulas - Biolab Genérico,BIOLAB GENERICO,7899551305572,260.25,105.03,155.22,59.6
Citalopram 20mg com 28 Comprimidos - Biolab Genérico,BIOLAB GENERICO,7898146820759,73.37,7.78,65.59,89.4
Succinato de Sumatriptana 50mg com 2 Comprimidos - Biolab Genérico,BIOLAB GENERICO,7898146821633,27.12,19.17,7.949999999999999,29.3
Succinato de Sumatriptana 100mg com 2 Comprimidos - Biolab Genérico,BIOLAB GENERICO,7898146821640,53.73,34.5,19.229999999999997,35.8
Ciprofibrato 100mg com 30 Comprimidos - Biolab Genérico,BIOLAB GENERICO,7896112401193,57.75,15.23,42.519999999999996,73.6
Paracetamol + Codeína 30mg com 36 Comprimidos - Biolab Genérico,BIOLAB GENERICO,7899551307743,73.48,30.12,43.36,59.0
Estriol Creme Vaginal 50g - Biolab Genérico,BIOLAB GENERICO,7896112401209,41.95,33.5,8.450000000000003,20.1
Bromidrato de Galantamina 8mg com 30 Cápsulas - Biolab Genérico,BIOLAB GENERICO,7899551305466,232.65,90.43,142.22,61.1
Valproato de Sódio 500mg com 50 Comprimidos - Biolab Genérico,BIOLAB GENERICO,7896112401247,62.54,49.79,12.75,20.4
Ferripolimaltose 100mg com 30 Comprimidos Matigáveis - Bioab Genérico,BIOLAB GENERICO,7896112401667,61.84,31.05,30.790000000000003,49.8
Ferripolimaltose Gotas 30ml - Biolab Genérico,BIOLAB GENERICO,7896112401674,35.09,18.24,16.850000000000005,48.0
Cloridrato de Doxiciclina 100mg com 20 Comprimidos - Pharlab,PHARLAB,7898216364367,25.11,14.9,10.209999999999999,40.7
Ciproflonax 500mg com 14 Comprimidos - Pharlab,PHARLAB,7898216360932,27.35,11.32,16.03,58.6
Claritromicina 500mg com 14 Comprimidos - Pharlab,PHARLAB,7898216363445,136.46,45.66,90.80000000000001,66.5
Claritromicina 500mg com 10 Comprimidos - Pharlab,PHARLAB,7898216360437,90.09,31.04,59.050000000000004,65.5
Azitromicina 900mg Suspensão de Uso Oral 22.5ml - Pharlab,PHARLAB,7898216365715,79.31,25.76,53.55,67.5
Azitromicina 600mg Suspensão de Uso Oral 15ml - Pharlab,PHARLAB,7898216365685,40.42,21.66,18.76,46.4
Azitromicina 500mg com 3 Comprimidos - Pharlab,PHARLAB,7898216360000,13.62,7.06,6.56,48.2
Cloridrato de Ciprofloxacino 500mg com 14 Comprimidos - Pharlab,PHARLAB,7898216360185,43.19,9.5,33.69,78.0
Azitromicina 500mg com 5 Comprimidos - Pharlab,PHARLAB,7898216365708,43.19,9.76,33.43,77.4
Valerato de Betametasona Pomada 30g - Pharlab,PHARLAB,7898216369669,30.39,10.86,19.53,64.3
Rivaroxabana 15mg com 30 Comprimidos - Pharlab,PHARLAB,7898216363568,193.27,26.11,167.16000000000003,86.5
Cetoconazol + Betametasonba + Neomicina Pomada 30g - Pharlab,PHARLAB,7898216361991,24.42,10.48,13.940000000000001,57.1
"Digoxina 0,25mg com 20 Comprimidos - Pharlab",PHARLAB,7898216361595,11.16,6.14,5.0200000000000005,45.0
Cetoconazol 200mg com 30 Comprimidos - Pharlab,PHARLAB,7898216361816,94.9,15.34,79.56,83.8
Valerato de Betametasona Creme 30g - Pharlab,PHARLAB,7898216369652,30.39,10.3,20.09,66.1
Diazepam 10mg com 30 Comprimidos - Pharlab,PHARLAB,7898216365135,18.34,5.9,12.44,67.8
Mirtazapina 30mg com 30 Comprimidos - Pharlab,PHARLAB,7898216372249,203.15,41.83,161.32,79.4
Azitrophar 600mg Suspensão com 1 Frasco - Pharlab,PHARLAB,7898216364510,31.61,17.94,13.669999999999998,43.2
Dicazid mr 30mg c/30cpr,PHARLAB,7898216370238,20.61,13.37,7.24,35.1
Dicazid MR 30mg com 60 Comprimidos - Pharlab,PHARLAB,7898216370245,35.08,23.34,11.739999999999998,33.5
Sinvastatina 20mg com 30 Comprimidos - Pharlab,PHARLAB,7898216366309,17.12,7.02,10.100000000000001,59.0
Ondansetrona 4mg com 10 Comprimidos - Pharlab,PHARLAB,7898216365562,24.89,9.0,15.89,63.8
Rivaroxabana 20mg com 30 Comprimidos - Pharlab,PHARLAB,7898216363605,193.27,50.06,143.21,74.1
Sinvastatina 40mg com 30 Comprimidos - Pharlab,PHARLAB,7898216366323,30.81,8.64,22.169999999999998,72.0
"Aciclovir Pomada Oftálmica 4,5g - Pharlab",PHARLAB,7898216365449,75.0,51.25,23.75,31.7
Piroxicam 20mg com 10 Cápsulas - Pharlab,PHARLAB,7898216362172,10.49,10.08,0.41000000000000014,3.9
"Meloxicam 7,5mg com 10 Comprimidos - Pharlab",PHARLAB,7898216366552,14.97,3.78,11.190000000000001,74.7
Sinvastatina 10mg com 30 Comprimidos - Pharlab,PHARLAB,7898216366286,19.35,4.35,15.000000000000002,77.5
Cloridrato de Hidroxizina Xarope com 100ml - Pharlab,PHARLAB,7898216367085,28.55,15.88,12.67,44.4
Aciclovir 200mg com 60 Comprimidos - Pharlab,PHARLAB,7898216366811,182.82,38.37,144.45,79.0
Dicloridrato de Levocetirizina 5mg com 10 Comprimidos - Pharlab,PHARLAB,7898216367016,37.32,22.21,15.11,40.5
Agil-C Laranja 45mg com 25 Gomas - Pharlab,PHARLAB,7898216363841,9.99,4.73,5.26,52.7
Dicloridrato de Manidipino 10mg com 60 Comprimidos - Pharlab,PHARLAB,7898216365791,236.52,150.73,85.79000000000002,36.3
Agil-C Plus Laranja comn 40 Gomas - Pharlab,PHARLAB,7898216363827,16.99,14.53,2.459999999999999,14.5
Vitamina C Agil Kids Sabor Laranja Com 25 Pastilhas de Goma,PHARLAB,7898216367276,4.99,4.99,0.0,0.0
Rosuvastatina Cálcica 5mg com 30 Comprimidos - Pharlab,PHARLAB,7898216366088,52.92,10.42,42.5,80.3
Fenaflex ODC com 20 Comprimidos - Pharlab,PHARLAB,7898216366033,11.9,7.43,4.470000000000001,37.6
Elcodrix DC 500mg + 65mg com 12 Comprimidos - Pharlab,PHARLAB,7898216360963,11.9,7.78,4.12,34.6
"Azitrophar 900mg Suspensão 22,5ml - Pharlab",PHARLAB,7898216364527,95.36,30.25,65.11,68.3
Succinato de Metoprolol 100mg com 30 Comprimidos - Pharlab,PHARLAB,7898216363346,65.67,32.62,33.050000000000004,50.3
Cloridrato de Bromexina Xarope Infantil 120ml - Pharlab,PHARLAB,7898216360147,20.51,16.13,4.380000000000003,21.4
Cetoconazol + Betametasona + Neomicina Creme 30g - Pharlab,PHARLAB,7898216361977,25.17,10.13,15.040000000000001,59.8
Meloxicam 15mg com 10 Comprimidos - Pharlab,PHARLAB,7898216366583,18.36,3.08,15.28,83.2
Hervirax 200mg c/25 cpr,PHARLAB,7898216360284,53.09,14.18,38.910000000000004,73.3
Succinato de Metoprolol 25mg com 30 Comprimidos - Pharlab,PHARLAB,7898216363209,21.23,13.99,7.24,34.1
Cloridrato de Bromexina Xarope Adulto 120ml - Pharlab,PHARLAB,7898216360178,33.9,16.34,17.56,51.8
Tricortid cr 30g,PHARLAB,7898216361021,37.13,10.62,26.510000000000005,71.4
Artritec 15mg - 10 comprimidos,PHARLAB,7898216360598,27.87,3.4,24.470000000000002,87.8
Gliclazida 30mg com 30 Comprimidos - Pharlab,PHARLAB,7898216371020,24.77,11.11,13.66,55.1
Cloridrato de Propranolol 40mg com 30 Comprimidos - Pharlab,PHARLAB,7898216362431,8.14,3.76,4.380000000000001,53.8
Gliclazida 30mg com 60 Comprimidos - Pharlab,PHARLAB,7898216371037,43.36,17.71,25.65,59.2
Aciclovir 200mg com 25 Comprimidos - Pharlab,PHARLAB,7898216367429,101.58,12.85,88.73,87.3
Vazidin MR 35mg com 60 Comprimidos - Pharlab,PHARLAB,7898216360772,125.92,81.89,44.03,35.0
Vazidin MR 35mg com 30 Comprimidos - Pharlab,PHARLAB,7898216360765,62.97,52.04,10.93,17.4
Hervirax cr 10g,PHARLAB,7898216360291,28.97,6.97,22.0,75.9
Clonazepam 2mg com 30 Comprimidos - Pharlab,PHARLAB,7898216366361,18.58,3.94,14.639999999999999,78.8
Gliclazida 60mg com 30 Comprimidos - Pharlab,PHARLAB,7898216371051,48.11,21.98,26.13,54.3
Secnidazol 1000mg com 2 comprimidos - Pharlab,PHARLAB,7898216360727,19.14,3.35,15.790000000000001,82.5
Digestina gts 20ml,UNIAO QUIMICA SIMILAR,7896006230205,20.46,7.87,12.59,61.5
Leiba 200mg - 12 cápsulas,UNIAO QUIMICA SIMILAR,7896006261803,58.48,34.08,24.4,41.7
Tandriflan com 30 Comprimidos - União Química,UNIAO QUIMICA SIMILAR,7896006234517,38.13,15.19,22.940000000000005,60.2
Tandriflan c/15 cpr,UNIAO QUIMICA SIMILAR,7896006234524,19.08,9.33,9.749999999999998,51.1
Teste de Gravidez - Baby Sure Prime,UNIAO QUIMICA SIMILAR,7896006228547,22.08,12.19,9.889999999999999,44.8
Varylift 1000mg com 60 Comprimidos Revestidos - União Química,UNIAO QUIMICA SIMILAR,7896006298335,122.52,62.46,60.059999999999995,49.0
Bisalax 5mg Drágeas x 150 - União Química,UNIAO QUIMICA SIMILAR,7896006257943,66.73,66.73,0.0,0.0
Bio C XR 1000mg com 30 Comprimidos - União Química,UNIAO QUIMICA SIMILAR,7896006218586,25.49,25.06,0.4299999999999997,1.7
LEIBA 1 BILHAO C/6 PO SACHE,UNIAO QUIMICA SIMILAR,7896006222897,52.22,46.78,5.439999999999998,10.4
Florastor Pó Para Solução Oral - 6 Sachês,UNIAO QUIMICA SIMILAR,7896006222668,13.49,13.49,0.0,0.0
Florastor com 12 Cápsulas - União Química Similar,UNIAO QUIMICA SIMILAR,7896006222675,22.9,22.9,0.0,0.0
Espasmopan Composto 10ml - União Química,UNIAO QUIMICA SIMILAR,07896006297772,12.9,3.9,9.0,69.8
Espasmopan Composto com 20 Comprimidos - União Química,UNIAO QUIMICA SIMILAR,07896006297765,14.9,13.45,1.450000000000001,9.7
Bio-c Tripla Ação com 10 Comprimidos Efervescentes - União Química,UNIAO QUIMICA SIMILAR,7896006218111,14.9,14.38,0.5199999999999996,3.5
Uniclarin Solução Oftalmológica com 15 ml - União Química,UNIAO QUIMICA SIMILAR,7896006212294,10.49,6.5,3.99,38.0
Font D 50.000UI com 8 Comprimidos - União Química,UNIAO QUIMICA SIMILAR,7896006218548,58.9,27.62,31.279999999999998,53.1
Neocopan Composto 10mg + 250mg com 20 Comprimidos - União Química,UNIAO QUIMICA SIMILAR,7896714233833,17.23,15.99,1.2400000000000002,7.2
"Cronoplex 7,5mg/ml com 1 Frasco Gotejador de 20ml - União Química",UNIAO QUIMICA SIMILAR,7896006216711,16.04,13.79,2.25,14.0
Zerolac 10.000FCC - 30 cápsulas,UNIAO QUIMICA SIMILAR,7896006216520,50.72,34.83,15.89,31.3
Naxotec 500mg com 10 Comprimidos - União Química,UNIAO QUIMICA SIMILAR,07896006212690,18.9,16.82,2.0799999999999983,11.0
Font d 50.000ui c/4 cpr,UNIAO QUIMICA SIMILAR,7896006219248,70.65,17.2,53.45,75.7
Teste de Gravidez - Baby Sure,UNIAO QUIMICA SIMILAR,7896006228530,12.99,12.99,0.0,0.0
Celestrat 2mg/5ml xpe 120ml,UNIAO QUIMICA SIMILAR,7896006284369,33.2,19.9,13.300000000000004,40.1
Ciclo 21 com 21 Comprimidos - União Química,UNIAO QUIMICA SIMILAR,7896006234067,12.68,10.55,2.129999999999999,16.8
Digestina 10mg c/20 cpr,UNIAO QUIMICA SIMILAR,7896006229803,20.24,13.99,6.249999999999998,30.9
Ecos Xarope - 120ml,UNIAO QUIMICA SIMILAR,7896006216308,28.18,23.57,4.609999999999999,16.4
Ferid Pomada - 10g,UNIAO QUIMICA SIMILAR,7896006211402,13.17,8.42,4.75,36.1
Gelo-Bio Aerosol - 60ml,UNIAO QUIMICA SIMILAR,7896006291770,26.37,12.38,13.99,53.1
Histadin 10mg com 12 Comprimidos - União Química,UNIAO QUIMICA SIMILAR,7896006246541,20.44,2.48,17.96,87.9
Histadin D Xarope com 60ml - União Química,UNIAO QUIMICA SIMILAR,7896006248279,54.09,35.5,18.590000000000003,34.4
Histadim d c/12 cpr,UNIAO QUIMICA SIMILAR,7896006248316,52.77,45.95,6.82,12.9
Histadin 1mg xpe 100ml,UNIAO QUIMICA SIMILAR,7896006247746,16.53,14.99,1.540000000000001,9.3
Hytos Plus Solução Oral Gotas com 15ml - União Química Similar,UNIAO QUIMICA SIMILAR,7896006259305,42.99,34.09,8.899999999999999,20.7
Nasaliv com 60ml - União Química,UNIAO QUIMICA SIMILAR,7896006272724,15.15,12.26,2.8900000000000006,19.1
Pondicilina Sabor Menta com 12 Pastilhas - União Química,UNIAO QUIMICA SIMILAR,7896006205692,12.9,9.31,3.59,27.8
Scalid 100mg com 12 Comprimidos - União Química,UNIAO QUIMICA SIMILAR,7896006274506,20.13,4.89,15.239999999999998,75.7
Topcoid Gel com 40g - União Química,UNIAO QUIMICA SIMILAR,7896006280507,28.1,25.07,3.030000000000001,10.8
Vita Jr com 120ml - União Química,UNIAO QUIMICA SIMILAR,7896006227014,29.9,16.74,13.16,44.0
Carverol - 20 comprimidos,UNIAO QUIMICA SIMILAR,7897446000106,39.9,33.9,6.0,15.0
Naxotec 500mg com 24 Comprimidos - União Química,UNIAO QUIMICA SIMILAR,7897446000069,39.62,24.99,14.629999999999999,36.9
Font D 200UI Gotas com 10ml - União Química,UNIAO QUIMICA SIMILAR,7896006207726,20.86,17.22,3.6400000000000006,17.4
Font D 200UI Gotas 20ml - União Química,UNIAO QUIMICA SIMILAR,7896006207733,38.92,28.24,10.680000000000003,27.4
Perfenol com 20 Cápsulas - União Química,UNIAO QUIMICA SIMILAR,7896006202103,19.65,11.77,7.879999999999999,40.1
Leiba Laranja 1g - 6 Sachês,UNIAO QUIMICA SIMILAR,7896006203186,52.22,30.77,21.45,41.1
Colact Xarope Sabor Ameixa com 120ml - União Química,UNIAO QUIMICA SIMILAR,7896006213130,19.99,15.7,4.289999999999999,21.5
Bio-C Zinco com 30 Comprimidos Efervecentes - União Química,UNIAO QUIMICA SIMILAR,7896006207306,43.2,35.38,7.82,18.1
Conidrin Salina 9mg Spray com 50ml - União Química,UNIAO QUIMICA SIMILAR,7896006215714,20.1,14.06,6.040000000000001,30.0
Pondicilina Sabor Mel e Limão com 12 Pastilhas - União Química,UNIAO QUIMICA SIMILAR,7896006205661,12.9,8.3,4.6,35.7
Colact Xarope Sabor Salada de Frutas - 120ml,UNIAO QUIMICA SIMILAR,7896006213147,18.99,15.73,3.259999999999998,17.2
Florastor - 6 sachês,UNIAO QUIMICA SIMILAR,7896006213178,19.9,16.09,3.8099999999999987,19.1
Ferisept Spray - 45ml,UNIAO QUIMICA SIMILAR,7896006209898,16.9,7.99,8.909999999999998,52.7
"Fenaren Gel 11,6mg/g com 60g - União Química",UNIAO QUIMICA SIMILAR,7896006208358,20.24,9.54,10.7,52.9
Proctfis H Pomada 20g + Aplicador - União Química,UNIAO QUIMICA SIMILAR,7896006212584,35.0,24.56,10.440000000000001,29.8
Font D 10.000ui com 8 Comprimidos - União Química,UNIAO QUIMICA SIMILAR,7896006219132,34.56,11.11,23.450000000000003,67.9
Font d 7.000ui c/30 cpr,UNIAO QUIMICA SIMILAR,7896006218500,73.53,20.51,53.019999999999996,72.1
Font d 10.000ui com 4 Comprimidos - União Química,UNIAO QUIMICA SIMILAR,7896006219088,28.75,9.68,19.07,66.3
Font D 5.000ui com 30 Comprimidos - União Química,UNIAO QUIMICA SIMILAR,7896006218487,66.31,17.26,49.05,74.0
"Celestrat 2+0,25mg com 20 Comprimidos - União Química",UNIAO QUIMICA SIMILAR,7896006241003,15.31,14.89,0.41999999999999993,2.7
Betaprospan 5mg+2mg - 1 ampola,UNIAO QUIMICA SIMILAR,7896006248927,23.16,13.81,9.35,40.4
Pondicilina Sabor Laranja com 12 Pastilhas - União Quimica,UNIAO QUIMICA SIMILAR,7896006205678,12.9,7.79,5.11,39.6
Artrinid 50mg com 24 Comprimidos - União Química,UNIAO QUIMICA SIMILAR,7896006210245,49.2,11.34,37.86,77.0
Neotoss Xarope 15mg/ml Adulto com 100ml - Neo Química,NEO QUIMICA SIMILAR,7896714236223,22.64,14.04,8.600000000000001,38.0
"Neosoro Fluid Spray 0,9% com 50ml - Neo Química",NEO QUIMICA SIMILAR,7896714290515,24.94,10.03,14.910000000000002,59.8
Corticorten 20mg - 20 comprimidos,NEO QUIMICA SIMILAR,7896714200699,27.77,10.96,16.81,60.5
Neo fedipina 20mg 30cpr neo qu,NEO QUIMICA SIMILAR,7896714200125,31.49,12.47,19.019999999999996,60.4
Plesonax 5mg com 20 Comprimidos - Neo Química,NEO QUIMICA SIMILAR,7896714215037,8.83,3.51,5.32,60.2
Torsilax com 10 Comprimidos - Neo Química,NEO QUIMICA SIMILAR,7896714257600,13.44,3.77,9.67,71.9
Histamin Creme 10mg com 30g - Neo Química,NEO QUIMICA SIMILAR,7896714226033,19.53,12.89,6.640000000000001,34.0
