"id","cfop","cfop_descr","cfop_descricao_movimento","cfop_ext","classificacao","descricao","grupo","operacao_saida_icms","origem_destino","sub_grupo","tipo","tipo_operacao","classificacao_adicional","modulo_de_compras","compras_transf","tipo_icms","custo"
"2917","2917","2917 | Entrada de mercadoria recebida em consignação mercantil ou industrial                                     ","2917 | Entrada de mercadoria recebida em consignação mercantil ou industrial | Interestadual                                        ","917",Consignação,Entrada de mercadoria recebida em consignação mercantil ou industrial                                     ,Entradas Ou Aquisições De Serviços De Outros Estados,"",Interestadual,Outras Entradas De Mercadorias Ou Aquisições De Serviços,Mercadoria,Entradas,"",Não,Não,Crédito,Não
"5303","5303","5303 | Prestação de serviço de comunicação a estabelecimento comercial                                           ","5303 | Prestação de serviço de comunicação a estabelecimento comercial | Dentro do estado                                           ","303",Serviço de comunicação,Prestação de serviço de comunicação a estabelecimento comercial                                           ,Saídas Ou Prestações De Serviços Para O Estado,Receita,Dentro do estado,Prestações De Serviços De Comunicação,Mercadoria,Saídas,Receita,Não,Não,Débito,Não
"6101","6101","6101 | Venda de produção do estabelecimento                                                                      ","6101 | Venda de produção do estabelecimento | Interestadual                                                                         ","101",Venda de produção,Venda de produção do estabelecimento                                                                      ,Saídas Ou Prestações De Serviços Para Outros Estados,Receita,Interestadual,Vendas De Produção Própria Ou De Terceiros,Mercadoria,Saídas,Receita,Não,Não,Débito,Não
"6603","6603","6603 | Ressarcimento de ICMS retido por substituição tributária                                                  ","6603 | Ressarcimento de ICMS retido por substituição tributária | Interestadual                                                     ","603",Crédito de ICMS,Ressarcimento de ICMS retido por substituição tributária                                                  ,Saídas Ou Prestações De Serviços Para Outros Estados,Outras,Interestadual,Créditos E Ressarcimentos De Icms,Mercadoria,Saídas,"",Não,Não,Débito,Não
"1303","1303","1303 | Aquisição de serviço de comunicação por estabelecimento comercial                                         ","1303 | Aquisição de serviço de comunicação por estabelecimento comercial | Dentro do estado                                         ","303",Serviço de comunicação,Aquisição de serviço de comunicação por estabelecimento comercial                                         ,Entradas Ou Aquisições De Serviços Do Estado,"",Dentro do estado,Aquisições De Serviços De Comunicação,Mercadoria,Entradas,"",Sim,Compra,Crédito,Não
"2131","2131","2131 | Entrada de mercadoria, com previsão de posterior ajuste ou fixação de preço, decorrente de operação de ato cooperativo.","2131 | Entrada de mercadoria, com previsão de posterior ajuste ou fixação de preço, decorrente de operação de ato cooperativo | Interestadual","131",Entradas com possibililidade de ajuste ou fixação de preço,"Entrada de mercadoria, com previsão de posterior ajuste ou fixação de preço, decorrente de operação de ato cooperativo.",Entradas Ou Aquisições De Serviços De Outros Estados,"",Interestadual,"Compras para industrialização rural, comercialização ou prestação de serviços",Mercadoria,Entradas,"",Sim,Compra,Crédito,Não
"2920","2920","2920 | Entrada de embalagens, bombonas, vasilhames, sacarias, pallets ou assemelhados                                                                           ","2920 | Entrada de embalagens, bombonas, vasilhames, sacarias, pallets ou assemelhados | Interestadual                                                                              ","920",Vasilhame e sacaria,"Entrada de embalagens, bombonas, vasilhames, sacarias, pallets ou assemelhados                                                                           ",Entradas Ou Aquisições De Serviços De Outros Estados,"",Interestadual,Outras Entradas De Mercadorias Ou Aquisições De Serviços,Mercadoria,Entradas,"",Não,Não,Crédito,Não
"5306","5306","5306 | Prestação de serviço de comunicação a estabelecimento de produtor rural                                   ","5306 | Prestação de serviço de comunicação a estabelecimento de produtor rural | Dentro do estado                                   ","306",Serviço de comunicação,Prestação de serviço de comunicação a estabelecimento de produtor rural                                   ,Saídas Ou Prestações De Serviços Para O Estado,Receita,Dentro do estado,Prestações De Serviços De Comunicação,Mercadoria,Saídas,Receita,Não,Não,Débito,Não
"6104","6104","6104 | Venda de mercadoria adquirida ou recebida de terceiros, efetuada fora do estabelecimento                  ","6104 | Venda de mercadoria adquirida ou recebida de terceiros, efetuada fora do estabelecimento | Interestadual                     ","104",Revenda fora do estabelecimento,"Venda de mercadoria adquirida ou recebida de terceiros, efetuada fora do estabelecimento                  ",Saídas Ou Prestações De Serviços Para Outros Estados,Receita,Interestadual,Vendas De Produção Própria Ou De Terceiros,Mercadoria,Saídas,Receita,Não,Não,Débito,Sim
"6653","6653","6653 | Venda de combustíveis ou lubrificantes de produção do estabelecimento destinado a consumidor ou usuário final     ","6653 | Venda de combustíveis ou lubrificantes de produção do estabelecimento destinado a consumidor ou usuário final | Interestadual        ","653",Combustível,Venda de combustíveis ou lubrificantes de produção do estabelecimento destinado a consumidor ou usuário final     ,Saídas Ou Prestações De Serviços Para Outros Estados,Receita,Interestadual,"Saídas de Combustíveis, derivados ou não de petróleo e lubrificantes",Mercadoria,Saídas,Receita,Não,Não,Débito,Não
"1301","1301","1301 | Aquisição de serviço de comunicação para execução de serviço da mesma natureza                            ","1301 | Aquisição de serviço de comunicação para execução de serviço da mesma natureza | Dentro do estado                            ","301",Serviço de comunicação,Aquisição de serviço de comunicação para execução de serviço da mesma natureza                            ,Entradas Ou Aquisições De Serviços Do Estado,"",Dentro do estado,Aquisições De Serviços De Comunicação,Mercadoria,Entradas,"",Sim,Compra,Crédito,Não
"2126","2126","2126 | Compra para utilização na prestação de serviço sujeita ao ICMS                                                            ","2126 | Compra para utilização na prestação de serviço sujeita ao ICMS | Interestadual                                                               ","126",Produto para utilização em serviço,Compra para utilização na prestação de serviço sujeita ao ICMS                                                            ,Entradas Ou Aquisições De Serviços De Outros Estados,"",Interestadual,"Compras para industrialização rural, comercialização ou prestação de serviços",Mercadoria,Entradas,"",Não,Não,Crédito,Não
"2918","2918","2918 | Devolução de mercadoria remetida em consignação mercantil ou industrial                                   ","2918 | Devolução de mercadoria remetida em consignação mercantil ou industrial | Interestadual                                      ","918",Devolução,Devolução de mercadoria remetida em consignação mercantil ou industrial                                   ,Entradas Ou Aquisições De Serviços De Outros Estados,"",Interestadual,Outras Entradas De Mercadorias Ou Aquisições De Serviços,Mercadoria,Entradas,"",Não,Não,Crédito,Não
"5304","5304","5304 | Prestação de serviço de comunicação a estabelecimento de prestador de serviço de transporte               ","5304 | Prestação de serviço de comunicação a estabelecimento de prestador de serviço de transporte | Dentro do estado               ","304",Serviço de comunicação,Prestação de serviço de comunicação a estabelecimento de prestador de serviço de transporte               ,Saídas Ou Prestações De Serviços Para O Estado,Receita,Dentro do estado,Prestações De Serviços De Comunicação,Mercadoria,Saídas,Receita,Não,Não,Débito,Não
"6102","6102","6102 | Venda de mercadoria adquirida ou recebida de terceiros, ou qualquer venda de mercadoria efetuada pelo MEI com exceção das saídas classificadas nos códigos 6.501, 6.502, 6.504 e 6.505                                                   ","6102 | Venda de mercadoria adquirida ou recebida de terceiros, ou qualquer venda de mercadoria efetuada pelo MEI com exceção das saídas classificadas nos códigos 6.501, 6.502, 6.504 e 6.505 | Interestadual                                                       ","102",Revenda,"Venda de mercadoria adquirida ou recebida de terceiros, ou qualquer venda de mercadoria efetuada pelo MEI com exceção das saídas classificadas nos códigos 6.501, 6.502, 6.504 e 6.505                                                   ",Saídas Ou Prestações De Serviços Para Outros Estados,Receita,Interestadual,Vendas De Produção Própria Ou De Terceiros,Mercadoria,Saídas,Receita,Não,Não,Débito,Sim
"6651","6651","6651 | Venda de combustíveis ou lubrificantes de produção do estabelecimento destinado à industrialização subsequente          ","6651 | Venda de combustível ou lubrificante de produção do estabelecimento destinado à industrialização | Interestadual             ","651",Combustível,Venda de combustíveis ou lubrificantes de produção do estabelecimento destinado à industrialização subsequente          ,Saídas Ou Prestações De Serviços Para Outros Estados,Receita,Interestadual,"Saídas de Combustíveis, derivados ou não de petróleo e lubrificantes",Mercadoria,Saídas,Receita,Não,Não,Débito,Não
"1302","1302","1302 | Aquisição de serviço de comunicação por estabelecimento industrial                                        ","1302 | Aquisição de serviço de comunicação por estabelecimento industrial | Dentro do estado                                        ","302",Serviço de comunicação,Aquisição de serviço de comunicação por estabelecimento industrial                                        ,Entradas Ou Aquisições De Serviços Do Estado,"",Dentro do estado,Aquisições De Serviços De Comunicação,Mercadoria,Entradas,"",Sim,Compra,Crédito,Não
"2128","2128","2128 | Compra para utilização na prestação de serviço sujeita ao ISSQN","2128 | Compra para utilização na prestação de serviço sujeita ao ISSQN | Interestadual","128",Produto para utilização em serviço,Compra para utilização na prestação de serviço sujeita ao ISSQN,Entradas Ou Aquisições De Serviços De Outros Estados,"",Interestadual,"Compras para industrialização rural, comercialização ou prestação de serviços",Mercadoria,Entradas,"",Não,Não,Crédito,Não
"2919","2919","2919 | Devolução simbólica de mercadoria vendida ou utilizada em processo industrial, remetida anteriormente em consignação mercantil ou industrial     ","2919 | Devolução simbólica de mercadoria vendida ou utilizada em processo industrial, remetida anteriormente em consignação mercantil ou industrial | Interestadual        ","919",Devolução,"Devolução simbólica de mercadoria vendida ou utilizada em processo industrial, remetida anteriormente em consignação mercantil ou industrial     ",Entradas Ou Aquisições De Serviços De Outros Estados,"",Interestadual,Outras Entradas De Mercadorias Ou Aquisições De Serviços,Mercadoria,Entradas,"",Não,Não,Crédito,Não
"5305","5305","5305 | Prestação de serviço de comunicação a estabelecimento de geradora ou de distribuidora de energia elétrica          ","5305 | Prestação de serviço de comunicação a estabelecimento de geradora ou de distribuidora de energia elétrica | Dentro do estado          ","305",Serviço de comunicação,Prestação de serviço de comunicação a estabelecimento de geradora ou de distribuidora de energia elétrica          ,Saídas Ou Prestações De Serviços Para O Estado,Receita,Dentro do estado,Prestações De Serviços De Comunicação,Mercadoria,Saídas,Receita,Não,Não,Débito,Não
"6103","6103","6103 | Venda de produção do estabelecimento, efetuada fora do estabelecimento                                    ","6103 | Venda de produção do estabelecimento, efetuada fora do estabelecimento | Interestadual                                       ","103",Venda de produção fora do estabelecimento,"Venda de produção do estabelecimento, efetuada fora do estabelecimento                                    ",Saídas Ou Prestações De Serviços Para Outros Estados,Receita,Interestadual,Vendas De Produção Própria Ou De Terceiros,Mercadoria,Saídas,Receita,Não,Não,Débito,Não
"6652","6652","6652 | Venda de combustíveis ou lubrificantes de produção do estabelecimento destinado à comercialização.","6652 | Venda de combustível ou lubrificante de produção do estabelecimento destinado à comercialização | Interestadual              ","652",Combustível,Venda de combustíveis ou lubrificantes de produção do estabelecimento destinado à comercialização.,Saídas Ou Prestações De Serviços Para Outros Estados,Receita,Interestadual,"Saídas de Combustíveis, derivados ou não de petróleo e lubrificantes",Mercadoria,Saídas,Receita,Não,Não,Débito,Não
"1304","1304","1304 | Aquisição de serviço de comunicação por estabelecimento de prestador de serviço de transporte             ","1304 | Aquisição de serviço de comunicação por estabelecimento de prestador de serviço de transporte | Dentro do estado             ","304",Serviço de comunicação,Aquisição de serviço de comunicação por estabelecimento de prestador de serviço de transporte             ,Entradas Ou Aquisições De Serviços Do Estado,"",Dentro do estado,Aquisições De Serviços De Comunicação,Mercadoria,Entradas,"",Sim,Compra,Crédito,Não
"2132","2132","2132 | Fixação de preço de produção do estabelecimento produtor, inclusive quando remetidas anteriormente com previsão de posterior ajuste ou fixação de preço, em ato cooperativo, para comercialização.","2132 | Fixação de preço de produção do estabelecimento produtor, inclusive quando remetidas anteriormente com previsão de posterior ajuste ou fixação de preço, em ato cooperativo, para comercialização | Interestadual","132",Entradas com possibililidade de ajuste ou fixação de preço,"Fixação de preço de produção do estabelecimento produtor, inclusive quando remetidas anteriormente com previsão de posterior ajuste ou fixação de preço, em ato cooperativo, para comercialização.",Entradas Ou Aquisições De Serviços De Outros Estados,"",Interestadual,"Compras para industrialização rural, comercialização ou prestação de serviços",Mercadoria,Entradas,"",Sim,Compra,Crédito,Não
"2921","2921","2921 | Retorno de embalagens, bombonas, vasilhames, sacarias, pallets ou assemelhados                                                                           ","2921 | Retorno de embalagens, bombonas, vasilhames, sacarias, pallets ou assemelhados | Interestadual                                                                              ","921",Vasilhame e sacaria,"Retorno de embalagens, bombonas, vasilhames, sacarias, pallets ou assemelhados                                                                           ",Entradas Ou Aquisições De Serviços De Outros Estados,"",Interestadual,Outras Entradas De Mercadorias Ou Aquisições De Serviços,Mercadoria,Entradas,"",Não,Não,Crédito,Não
"5307","5307","5307 | Prestação de serviço de comunicação a não contribuinte                                                    ","5307 | Prestação de serviço de comunicação a não contribuinte | Dentro do estado                                                    ","307",Serviço de comunicação,Prestação de serviço de comunicação a não contribuinte                                                    ,Saídas Ou Prestações De Serviços Para O Estado,Receita,Dentro do estado,Prestações De Serviços De Comunicação,Mercadoria,Saídas,Receita,Não,Não,Débito,Não
"6105","6105","6105 | Venda de produção do estabelecimento que não deva por ele transitar                                       ","6105 | Venda de produção do estabelecimento que não deva por ele transitar | Interestadual                                          ","105",Venda de produção,Venda de produção do estabelecimento que não deva por ele transitar                                       ,Saídas Ou Prestações De Serviços Para Outros Estados,Receita,Interestadual,Vendas De Produção Própria Ou De Terceiros,Mercadoria,Saídas,Receita,Não,Não,Débito,Não
"6654","6654","6654 | Venda de combustíveis ou lubrificantes adquiridos ou recebidos de terceiros destinado à industrialização subsequente      ","6654 | Venda de combustíveis ou lubrificantes adquiridos ou recebidos de terceiros destinado à industrialização subsequente | Interestadual         ","654",Combustível,Venda de combustíveis ou lubrificantes adquiridos ou recebidos de terceiros destinado à industrialização subsequente      ,Saídas Ou Prestações De Serviços Para Outros Estados,Receita,Interestadual,"Saídas de Combustíveis, derivados ou não de petróleo e lubrificantes",Mercadoria,Saídas,Receita,Não,Não,Débito,Não
"1602","1602","1602 | Recebimento, por transferência, de saldo credor de ICMS de outro estabelecimento da mesma empresa, para compensação de saldo devedor de ICMS        ","1602 | Recebimento, por transferência, de saldo credor de ICMS de outro estabelecimento da mesma empresa, para compensação de saldo devedor de ICMS | Dentro do estado        ","602",Crédito de ICMS,"Recebimento, por transferência, de saldo credor de ICMS de outro estabelecimento da mesma empresa, para compensação de saldo devedor de ICMS        ",Entradas Ou Aquisições De Serviços Do Estado,"",Dentro do estado,Créditos E Ressarcimentos De Icms,Mercadoria,Entradas,"",Não,Não,Crédito,Não
"2356","2356","2356 | Aquisição de serviço de transporte por estabelecimento de produtor rural                                  ","2356 | Aquisição de serviço de transporte por estabelecimento de produtor rural | Interestadual                                     ","356",Serviço de transporte,Aquisição de serviço de transporte por estabelecimento de produtor rural                                  ,Entradas Ou Aquisições De Serviços De Outros Estados,"",Interestadual,Aquisições De Serviços De Transporte,Transporte,Entradas,"",Sim,Compra,Crédito,Sim
"3667","3667","3667 | Entrada de combustíveis ou lubrificantes para consumo final, em embarcações ou aeronaves exclusivamente em tráfego internacional com destino ao exterior.","3667 | Entrada de combustíveis ou lubrificantes para consumo final, em embarcações ou aeronaves exclusivamente em tráfego internacional com destino ao exterior | Importação","667",Combustível,"Entrada de combustíveis ou lubrificantes para consumo final, em embarcações ou aeronaves exclusivamente em tráfego internacional com destino ao exterior.",Entradas Ou Aquisições De Serviços Do Exterior,"",Importação,"Entradas de Combustíveis, derivados ou não de petróleo e lubrificantes",Mercadoria,Entradas,"",Não,Não,Crédito,Não
"5557","5557","5557 | Transferência de material de uso ou consumo                                                               ","5557 | Transferência de material de uso ou consumo | Dentro do estado                                                               ","557",Transferência - uso e consumo,Transferência de material de uso ou consumo                                                               ,Saídas Ou Prestações De Serviços Para O Estado,Transferência,Dentro do estado,Operações Com Bens De Ativo Imobilizado E Materiais Para Uso Ou Consumo,Mercadoria,Saídas,Uso e consumo,Não,Não,Débito,Não
"6214","6214","6214  | Devolução referente à fixação de preço de produção do estabelecimento produtor, inclusive quando remetidas anteriormente com previsão de posterior ajuste ou fixação de preço, de ato cooperativo, para comercialização.","6214  | Devolução referente à fixação de preço de produção do estabelecimento produtor, inclusive quando remetidas anteriormente com previsão de posterior ajuste ou fixação de preço, de ato cooperativo, para comercialização | Interestadual","214",Devolução,"Devolução referente à fixação de preço de produção do estabelecimento produtor, inclusive quando remetidas anteriormente com previsão de posterior ajuste ou fixação de preço, de ato cooperativo, para comercialização.",Saídas Ou Prestações De Serviços Para Outros Estados,"",Interestadual,"Devoluções De Compras Para Industrialização, Produção rural, Comercialização Ou Anulações De valores",Mercadoria,Saídas,"",Não,Não,Débito,Não
"6929","6929","6929 | Lançamento efetuado em decorrência de emissão de documento fiscal relativo a operação ou prestação também registrada em equipamento Emissor de Cupom Fiscal * ECF        ","6929 | Lançamento efetuado em decorrência de emissão de documento fiscal relativo a operação ou prestação também registrada em equipamento Emissor de Cupom Fiscal * ECF | Interestadual           ","929",Cupom fiscal,Lançamento efetuado em decorrência de emissão de documento fiscal relativo a operação ou prestação também registrada em equipamento Emissor de Cupom Fiscal * ECF        ,Saídas Ou Prestações De Serviços Para Outros Estados,Receita,Interestadual,Outras Saídas De Mercadorias Ou Prestações De Serviços,Mercadoria,Saídas,Receita,Não,Não,Débito,Não
"1603","1603","1603 | Ressarcimento de ICMS retido por substituição tributária                                                  ","1603 | Ressarcimento de ICMS retido por substituição tributária | Dentro do estado                                                  ","603",Crédito de ICMS,Ressarcimento de ICMS retido por substituição tributária                                                  ,Entradas Ou Aquisições De Serviços Do Estado,"",Dentro do estado,Créditos E Ressarcimentos De Icms,Mercadoria,Entradas,"",Não,Não,Crédito,Não
"2401","2401","2401 | Compra para industrialização ou produção rural em operação com mercadoria sujeita ao regime de substituição            ","2401 | Compra para industrialização ou produção rural em operação com mercadoria sujeita ao regime de substituição | Interestadual               ","401",Insumo - com ST,Compra para industrialização ou produção rural em operação com mercadoria sujeita ao regime de substituição            ,Entradas Ou Aquisições De Serviços De Outros Estados,"",Interestadual,Entradas De Mercadorias Sujeitas Ao Regime De Substituição Tributária,Mercadoria,Entradas,"",Sim,Compra,Crédito,Sim
"3930","3930","3930 | Lançamento efetuado a título de entrada de bem sob amparo de regime especial aduaneiro de admissão temporária.    ","3930 | Lançamento efetuado a título de entrada de bem sob amparo de regime especial aduaneiro de admissão temporária.  | Importação              ","930",Entrada - drawback,Lançamento efetuado a título de entrada de bem sob amparo de regime especial aduaneiro de admissão temporária.    ,Entradas Ou Aquisições De Serviços Do Exterior,"",Importação,Outras Entradas De Mercadorias Ou Aquisições De Serviços,Mercadoria,Entradas,"",Sim,Compra,Crédito,Não
"5601","5601","5601 | Transferência de crédito de ICMS acumulado                                                                ","5601 | Transferência de crédito de ICMS acumulado | Dentro do estado                                                                ","601",Crédito de ICMS,Transferência de crédito de ICMS acumulado                                                                ,Saídas Ou Prestações De Serviços Para O Estado,Outras,Dentro do estado,Créditos E Ressarcimentos De Icms,Mercadoria,Saídas,"",Não,Não,Débito,Não
"6215","6215","6215 | Devolução referente à fixação de preço de produção do estabelecimento produtor, inclusive quando remetidas anteriormente com previsão de posterior ajuste ou fixação de preço, de ato cooperativo, para industrialização","6215 | Devolução referente à fixação de preço de produção do estabelecimento produtor, inclusive quando remetidas anteriormente com previsão de posterior ajuste ou fixação de preço, de ato cooperativo, para industrialização | Interestadual","215",Devolução,"Devolução referente à fixação de preço de produção do estabelecimento produtor, inclusive quando remetidas anteriormente com previsão de posterior ajuste ou fixação de preço, de ato cooperativo, para industrialização",Saídas Ou Prestações De Serviços Para Outros Estados,"",Interestadual,"Devoluções De Compras Para Industrialização, Produção rural, Comercialização Ou Anulações De valores",Mercadoria,Saídas,"",Não,Não,Débito,Não
"6931","6931","6931 | Lançamento efetuado em decorrência da responsabilidade de retenção do imposto por substituição tributária, atribuída ao remetente ou alienante da mercadoria, pelo serviço de transporte realizado por transportador autônomo ou por transportador não inscrito na unidade da Federação onde iniciado o serviço.            ","6931 | Lançamento efetuado em decorrência da responsabilidade de retenção do imposto por substituição tributária, atribuída ao remetente ou alienante da mercadoria, pelo serviço de transporte realizado por transportador autônomo ou por transportador não inscrito na unidade da Federação onde iniciado o serviço. | Interestadual               ","931",Serviço de transporte - ST,"Lançamento efetuado em decorrência da responsabilidade de retenção do imposto por substituição tributária, atribuída ao remetente ou alienante da mercadoria, pelo serviço de transporte realizado por transportador autônomo ou por transportador não inscrito na unidade da Federação onde iniciado o serviço.            ",Saídas Ou Prestações De Serviços Para Outros Estados,Receita,Interestadual,Outras Saídas De Mercadorias Ou Prestações De Serviços,Transporte,Saídas,Receita,Não,Não,Débito,Não
"1604","1604","1604 | Lançamento do crédito relativo à compra de bem para o ativo imobilizado                                   ","1604 | Lançamento do crédito relativo à compra de bem para o ativo imobilizado | Dentro do estado                                   ","604",Crédito de ICMS,Lançamento do crédito relativo à compra de bem para o ativo imobilizado                                   ,Entradas Ou Aquisições De Serviços Do Estado,"",Dentro do estado,Créditos E Ressarcimentos De Icms,Mercadoria,Entradas,"",Não,Não,Crédito,Não
"2403","2403","2403 | Compra para comercialização em operação com mercadoria sujeita ao regime de substituição tributária       ","2403 | Compra para comercialização em operação com mercadoria sujeita ao regime de substituição tributária | Interestadual          ","403",Revenda - com ST,Compra para comercialização em operação com mercadoria sujeita ao regime de substituição tributária       ,Entradas Ou Aquisições De Serviços De Outros Estados,"",Interestadual,Entradas De Mercadorias Sujeitas Ao Regime De Substituição Tributária,Mercadoria,Entradas,"",Sim,Compra,Crédito,Sim
"3949","3949","3949 | Outra entrada de mercadoria ou prestação de serviço não especificado                                      ","3949 | Outra entrada de mercadoria ou prestação de serviço não especificado | Importação                                            ","949",Outras entradas,Outra entrada de mercadoria ou prestação de serviço não especificado                                      ,Entradas Ou Aquisições De Serviços Do Exterior,"",Importação,Outras Entradas De Mercadorias Ou Aquisições De Serviços,Mercadoria,Entradas,"",Não,Não,Crédito,Não
"5602","5602","5602 | Transferência de saldo credor de ICMS para outro estabelecimento da mesma empresa, destinado à compensação de saldo devedor de ICMS            ","5602 | Transferência de saldo credor de ICMS para outro estabelecimento da mesma empresa, destinado à compensação de saldo devedor de ICMS | Dentro do estado            ","602",Crédito de ICMS,"Transferência de saldo credor de ICMS para outro estabelecimento da mesma empresa, destinado à compensação de saldo devedor de ICMS            ",Saídas Ou Prestações De Serviços Para O Estado,Outras,Dentro do estado,Créditos E Ressarcimentos De Icms,Mercadoria,Saídas,"",Não,Não,Débito,Não
"6216","6216","6216 | Devolução de entrada decorrente do fornecimento de produto ou mercadoria de ato cooperativo.","6216 | Devolução de entrada decorrente do fornecimento de produto ou mercadoria de ato cooperativo |Interestadual","216",Devolução,Devolução de entrada decorrente do fornecimento de produto ou mercadoria de ato cooperativo.,Saídas Ou Prestações De Serviços Para Outros Estados,"",Interestadual,"Devoluções De Compras Para Industrialização, Produção rural, Comercialização Ou Anulações De valores",Mercadoria,Saídas,"",Não,Não,Débito,Não
"6932","6932","6932 | Prestação de serviço de transporte iniciada em unidade da Federação diversa daquela onde inscrito o prestador       ","6932 | Prestação de serviço de transporte iniciada em unidade da Federação diversa daquela onde inscrito o prestador | Interestadual          ","932",Serviço de transporte - ST,Prestação de serviço de transporte iniciada em unidade da Federação diversa daquela onde inscrito o prestador       ,Saídas Ou Prestações De Serviços Para Outros Estados,Receita,Interestadual,Outras Saídas De Mercadorias Ou Prestações De Serviços,Transporte,Saídas,Receita,Não,Não,Débito,Não
"1605","1605","1605 | Recebimento, por transferência, de saldo devedor de ICMS de outro estabelecimento da mesma empresa        ","1605 | Recebimento, por transferência, de saldo devedor de ICMS de outro estabelecimento da mesma empresa | Dentro do estado        ","605",Crédito de ICMS,"Recebimento, por transferência, de saldo devedor de ICMS de outro estabelecimento da mesma empresa        ",Entradas Ou Aquisições De Serviços Do Estado,"",Dentro do estado,Créditos E Ressarcimentos De Icms,Mercadoria,Entradas,"",Não,Não,Crédito,Não
"2406","2406","2406 | Compra de bem para o ativo imobilizado cuja mercadoria está sujeita ao regime de substituição tributária  ","2406 | Compra de bem para o ativo imobilizado cuja mercadoria está sujeita ao regime de substituição tributária | Interestadual     ","406",Ativo Imobilizado - com ST,Compra de bem para o ativo imobilizado cuja mercadoria está sujeita ao regime de substituição tributária  ,Entradas Ou Aquisições De Serviços De Outros Estados,"",Interestadual,Entradas De Mercadorias Sujeitas Ao Regime De Substituição Tributária,Mercadoria,Entradas,"",Sim. Ativo imobilizado. ,Compra,Crédito,Não
"5101","5101","5101 | Venda de produção do estabelecimento                                                                      ","5101 | Venda de produção do estabelecimento | Dentro do estado                                                                      ","101",Venda de produção,Venda de produção do estabelecimento                                                                      ,Saídas Ou Prestações De Serviços Para O Estado,Receita,Dentro do estado,Vendas De Produção Própria Ou De Terceiros,Mercadoria,Saídas,Receita,Não,Não,Débito,Não
"5603","5603","5603 | Ressarcimento de ICMS retido por substituição tributária                                                  ","5603 | Ressarcimento de ICMS retido por substituição tributária | Dentro do estado                                                  ","603",Crédito de ICMS,Ressarcimento de ICMS retido por substituição tributária                                                  ,Saídas Ou Prestações De Serviços Para O Estado,Outras,Dentro do estado,Créditos E Ressarcimentos De Icms,Mercadoria,Saídas,"",Não,Não,Débito,Não
"6251","6251","6251 | Venda de energia elétrica para distribuição ou comercialização                                            ","6251 | Venda de energia elétrica para distribuição ou comercialização | Interestadual                                               ","251",Energia elétrica,Venda de energia elétrica para distribuição ou comercialização                                            ,Saídas Ou Prestações De Serviços Para Outros Estados,Receita,Interestadual,Vendas De Energia Elétrica,Mercadoria,Saídas,Receita,Não,Não,Débito,Não
"6933","6933","6933 | Prestação de serviço tributado pelo ISSQN                                                                 ","6933 | Prestação de serviço tributado pelo ISSQN | Interestadual                                                                    ","933",Serviços , Prestação de serviço tributado pelo ISSQN                                                                 ,Saídas Ou Prestações De Serviços Para Outros Estados,Receita,Interestadual,Outras Saídas De Mercadorias Ou Prestações De Serviços,Serviços,Saídas,Receita,Não,Não,Débito,Não
"1651","1651","1651 | Compra de combustíveis ou lubrificantes para industrialização subsequente","1651 | Compra de combustíveis ou lubrificantes para industrialização subsequente | Dentro do estado","651",Combustível,Compra de combustíveis ou lubrificantes para industrialização subsequente,Entradas Ou Aquisições De Serviços Do Estado,"",Dentro do estado,"Entradas de combustíveis, derivados ou não de petróleo e lubrificantes",Mercadoria,Entradas,"",Sim,Compra,Crédito,Sim
"2407","2407","2407 | Compra de mercadoria para uso ou consumo cuja mercadoria está sujeita ao regime de substituição tributária           ","2407 | Compra de mercadoria para uso ou consumo cuja mercadoria está sujeita ao regime de substituição tributária | Interestadual              ","407",Uso e consumo - com ST,Compra de mercadoria para uso ou consumo cuja mercadoria está sujeita ao regime de substituição tributária           ,Entradas Ou Aquisições De Serviços De Outros Estados,"",Interestadual,Entradas De Mercadorias Sujeitas Ao Regime De Substituição Tributária,Mercadoria,Entradas,Uso e consumo,Sim. Uso e consumo. ,Compra,Crédito,Não
"5102","5102","5102 | Venda de mercadoria adquirida ou recebida de terceiros, ou qualquer venda de mercadoria efetuada pelo MEI com exceção das saídas classificadas nos códigos 5.501, 5.502, 5.504 e 5.505.                                                    ","5102 | Venda de mercadoria adquirida ou recebida de terceiros, ou qualquer venda de mercadoria efetuada pelo MEI com exceção das saídas classificadas nos códigos 5.501, 5.502, 5.504 e 5.505. | Dentro do estado                                                    ","102",Revenda,"Venda de mercadoria adquirida ou recebida de terceiros, ou qualquer venda de mercadoria efetuada pelo MEI com exceção das saídas classificadas nos códigos 5.501, 5.502, 5.504 e 5.505.                                                    ",Saídas Ou Prestações De Serviços Para O Estado,Receita,Dentro do estado,Vendas De Produção Própria Ou De Terceiros,Mercadoria,Saídas,Receita,Não,Não,Débito,Sim
"5605","5605","5605 | Transferência de saldo devedor de ICMS de outro estabelecimento da mesma empresa                          ","5605 | Transferência de saldo devedor de ICMS de outro estabelecimento da mesma empresa | Dentro do estado                          ","605",Crédito de ICMS,Transferência de saldo devedor de ICMS de outro estabelecimento da mesma empresa                          ,Saídas Ou Prestações De Serviços Para O Estado,Outras,Dentro do estado,Créditos E Ressarcimentos De Icms,Mercadoria,Saídas,"",Não,Não,Débito,Não
