"id","cfop","cfop_descr","cfop_descricao_movimento","cfop_ext","classificacao","descricao","grupo","operacao_saida_icms","origem_destino","sub_grupo","tipo","tipo_operacao","classificacao_adicional","modulo_de_compras","compras_transf","tipo_icms","custo"
"1154","1154","1154 | Transferência para utilização na prestação de serviço                                                     ","1154 | Transferência para utilização na prestação de serviço | Dentro do estado                                                     ","154",Transferência - utilização em serviço,Transferência para utilização na prestação de serviço                                                     ,Entradas Ou Aquisições De Serviços Do Estado,"",Dentro do estado,"Transferências para Industrialização, produção rural, comercialização ou prestação de serviços",Mercadoria,Entradas,"",Sim,Transferência,Crédito,Não
"1921","1921","1921 | Retorno de embalagens, bombonas, vasilhames, sacarias, pallets ou assemelhados                                                                           ","1921 | Retorno de embalagens, bombonas, vasilhames, sacarias, pallets ou assemelhados | Dentro do estado                                                                           ","921",Vasilhame e sacaria,"Retorno de embalagens, bombonas, vasilhames, sacarias, pallets ou assemelhados                                                                           ",Entradas Ou Aquisições De Serviços Do Estado,"",Dentro do estado,Outras Entradas De Mercadorias Ou Aquisições De Serviços,Mercadoria,Entradas,"",Não,Não,Crédito,Não
"2659","2659","2659 | Transferência de combustível e lubrificante para comercialização                                          ","2659 | Transferência de combustível e lubrificante para comercialização | Interestadual                                             ","659",Transferência - revenda,Transferência de combustível e lubrificante para comercialização                                          ,Entradas Ou Aquisições De Serviços De Outros Estados,"",Interestadual,"Entradas de Combustíveis, derivados ou não de petróleo e lubrificantes",Mercadoria,Entradas,Transferência produto acabado,Sim,Transferência,Crédito,Não
"5201","5201","5201 | Devolução de compra para industrialização ou produção rural                                               ","5201 | Devolução de compra para industrialização ou produção rural | Dentro do estado                                               ","201",Devolução,Devolução de compra para industrialização ou produção rural                                               ,Saídas Ou Prestações De Serviços Para O Estado,Outras,Dentro do estado,"Devoluções De Compras Para Industrialização, Comercialização Ou Anulações De Valores",Mercadoria,Saídas,"",Não,Não,Débito,Não
"5913","5913","5913 | Retorno de mercadoria ou bem recebido para demonstração ou mostruário                                                   ","5913 | Retorno de mercadoria ou bem recebido para demonstração ou mostruário | Dentro do estado                                                   ","913",Demonstração,Retorno de mercadoria ou bem recebido para demonstração ou mostruário                                                   ,Saídas Ou Prestações De Serviços Para O Estado,Outras,Dentro do estado,Outras Saídas De Mercadorias Ou Prestações De Serviços,Mercadoria,Saídas,"",Não,Não,Débito,Não
"6412","6412","6412 | Devolução de bem do ativo imobilizado, em operação com mercadoria sujeita ao regime de substituição tributária.","6412 | Devolução de bem do ativo imobilizado, em operação com mercadoria sujeita ao regime de substituição tributária. | Interestadual          ","412",Devolução - com ST,"Devolução de bem do ativo imobilizado, em operação com mercadoria sujeita ao regime de substituição tributária.",Saídas Ou Prestações De Serviços Para Outros Estados,Outras,Interestadual,Saídas De Mercadorias Sujeitas Ao Regime De Substituição Tributária,Mercadoria,Saídas,"",Não,Não,Débito,Não
"1159","1159","1159 | Entrada decorrente do fornecimento de produto ou mercadoria de ato cooperativo","1159 | Entrada decorrente do fornecimento de produto ou mercadoria de ato cooperativo | Dentro do estado","159",Outras entradas,Entrada decorrente do fornecimento de produto ou mercadoria de ato cooperativo,Entradas Ou Aquisições De Serviços Do Estado,"",Dentro do estado,"Transferências para Industrialização, produção rural, comercialização ou prestação de serviços",Mercadoria,Entradas,"",Não,Não,Crédito,Não
"1922","1922","1922 | Lançamento efetuado a título de simples faturamento decorrente de compra para recebimento futuro          ","1922 | Lançamento efetuado a título de simples faturamento decorrente de compra para recebimento futuro | Dentro do estado          ","922",Simples faturamento,Lançamento efetuado a título de simples faturamento decorrente de compra para recebimento futuro          ,Entradas Ou Aquisições De Serviços Do Estado,"",Dentro do estado,Outras Entradas De Mercadorias Ou Aquisições De Serviços,Mercadoria,Entradas,"",Não,Não,Crédito,Não
"2660","2660","2660 | Devolução de venda de combustível ou lubrificante destinado à industrialização subseqüente                ","2660 | Devolução de venda de combustível ou lubrificante destinado à industrialização subseqüente | Interestadual                   ","660",Devolução,Devolução de venda de combustível ou lubrificante destinado à industrialização subseqüente                ,Entradas Ou Aquisições De Serviços De Outros Estados,"",Interestadual,"Entradas de Combustíveis, derivados ou não de petróleo e lubrificantes",Mercadoria,Entradas,"",Não,Não,Crédito,Não
"5202","5202","5202 | Devolução de compra para comercialização, ou qualquer devolução de mercadorias efetuada pelo MEI com exceção das classificadas no código 5.503                                                                  ","5202 | Devolução de compra para comercialização, ou qualquer devolução de mercadorias efetuada pelo MEI com exceção das classificadas no código 5.503 | Dentro do estado                                                                  ","202",Devolução,"Devolução de compra para comercialização, ou qualquer devolução de mercadorias efetuada pelo MEI com exceção das classificadas no código 5.503                                                                  ",Saídas Ou Prestações De Serviços Para O Estado,Outras,Dentro do estado,"Devoluções De Compras Para Industrialização, Comercialização Ou Anulações De Valores",Mercadoria,Saídas,"",Não,Não,Débito,Não
"5914","5914","5914 | Remessa de mercadoria ou bem para exposição ou feira                                                      ","5914 | Remessa de mercadoria ou bem para exposição ou feira | Dentro do estado                                                      ","914",Exposição ou feira,Remessa de mercadoria ou bem para exposição ou feira                                                      ,Saídas Ou Prestações De Serviços Para O Estado,Outras,Dentro do estado,Outras Saídas De Mercadorias Ou Prestações De Serviços,Mercadoria,Saídas,"",Não,Não,Débito,Não
"6413","6413","6413 | Devolução de mercadoria destinada ao uso ou consumo, em operação com mercadoria sujeita ao regime de substituição tributária.       ","6413 | Devolução de mercadoria destinada ao uso ou consumo, em operação com mercadoria sujeita ao regime de substituição tributária. | Interestadual            ","413",Devolução - com ST,"Devolução de mercadoria destinada ao uso ou consumo, em operação com mercadoria sujeita ao regime de substituição tributária.       ",Saídas Ou Prestações De Serviços Para Outros Estados,Outras,Interestadual,Saídas De Mercadorias Sujeitas Ao Regime De Substituição Tributária,Mercadoria,Saídas,"",Não,Não,Débito,Não
