"nf_key","_id","cnpj","branch_name","sped_competence","rown"
"35221109017661000609550010000502701011921176","2f697eea-9c2b-494b-a7af-20641d7e531c","09017661000609",TORRES COMERCIO DE CALCADOS - EIRELI,"11/2022",1
"35220809017661000609550010000449571021588651","93b34d8a-d717-433e-aced-e218501fb6ed","09017661000609",TORRES COMERCIO DE CALCADOS - EIRELI,"08/2022",1
"35221109017661000609550010000540611011482472","14588338-692f-4634-869d-f8a26661d1ef","09017661000609",TORRES COMERCIO DE CALCADOS - EIRELI,"11/2022",1
"35221109017661000609550010000524421099210365","6107a43e-eac3-4e88-86ff-33a45b5fad2d","09017661000609",TORRES COMERCIO DE CALCADOS - EIRELI,"11/2022",1
"35221109017661000609550010000498331012274928","2ce1caaa-332b-40a2-bb50-71469573c988","09017661000609",TORRES COMERCIO DE CALCADOS - EIRELI,"11/2022",1
"35221209017661000609550010000572261208827017","8c734963-8884-4d85-b24a-815cd1ffe3a2","09017661000609",TORRES COMERCIO DE CALCADOS - EIRELI,"12/2022",1
"35221109017661000609550010000541381076353780","531d7b81-4148-458f-8b7d-d637d24f78df","09017661000609",TORRES COMERCIO DE CALCADOS - EIRELI,"11/2022",1
"35221209017661000609550010000576181237281868","57e4662b-e9d3-4378-8154-561569d16234","09017661000609",TORRES COMERCIO DE CALCADOS - EIRELI,"12/2022",1
"35221109017661000609550010000549451094827443","89dcb555-31fa-423d-aae0-6649f3cb2d30","09017661000609",TORRES COMERCIO DE CALCADOS - EIRELI,"11/2022",1
"35221109017661000609550010000544721065958292","7a82056c-9575-4818-b7c1-b5356ec725aa","09017661000609",TORRES COMERCIO DE CALCADOS - EIRELI,"11/2022",1
"35220709017661000609550010000404851025989273",a7c6e8f3-7a67-48c7-9255-69609bef56c0,"09017661000609",TORRES COMERCIO DE CALCADOS - EIRELI,"07/2022",1
"35220909017661000609550010000473501003865626",bd4c5897-78df-4902-85a2-376520e1208e,"09017661000609",TORRES COMERCIO DE CALCADOS - EIRELI,"09/2022",1
