"cfop","cst","descr_resumida","descr","chave","icms","cst_descr","numeracao"
"5922","203",Simples Nacional,Simples Nacional - Isenção do ICMS no Simples Nacional para faixa de receita bruta e com cobrança do ICMS por substituição tributária,"5922203",Não,"203|Simples Nacional","6"
"6105","203",Simples Nacional,Simples Nacional - Isenção do ICMS no Simples Nacional para faixa de receita bruta e com cobrança do ICMS por substituição tributária,"6105203",Não,"203|Simples Nacional","6"
"6122","203",Simples Nacional,Simples Nacional - Isenção do ICMS no Simples Nacional para faixa de receita bruta e com cobrança do ICMS por substituição tributária,"6122203",Não,"203|Simples Nacional","6"
"6210","203",Simples Nacional,Simples Nacional - Isenção do ICMS no Simples Nacional para faixa de receita bruta e com cobrança do ICMS por substituição tributária,"6210203",Não,"203|Simples Nacional","6"
"6351","203",Simples Nacional,Simples Nacional - Isenção do ICMS no Simples Nacional para faixa de receita bruta e com cobrança do ICMS por substituição tributária,"6351203",Não,"203|Simples Nacional","6"
"6412","203",Simples Nacional,Simples Nacional - Isenção do ICMS no Simples Nacional para faixa de receita bruta e com cobrança do ICMS por substituição tributária,"6412203",Não,"203|Simples Nacional","6"
"6603","203",Simples Nacional,Simples Nacional - Isenção do ICMS no Simples Nacional para faixa de receita bruta e com cobrança do ICMS por substituição tributária,"6603203",Não,"203|Simples Nacional","6"
"6666","203",Simples Nacional,Simples Nacional - Isenção do ICMS no Simples Nacional para faixa de receita bruta e com cobrança do ICMS por substituição tributária,"6666203",Não,"203|Simples Nacional","6"
"6916","203",Simples Nacional,Simples Nacional - Isenção do ICMS no Simples Nacional para faixa de receita bruta e com cobrança do ICMS por substituição tributária,"6916203",Não,"203|Simples Nacional","6"
"7102","203",Simples Nacional,Simples Nacional - Isenção do ICMS no Simples Nacional para faixa de receita bruta e com cobrança do ICMS por substituição tributária,"7102203",Não,"203|Simples Nacional","6"
"7553","203",Simples Nacional,Simples Nacional - Isenção do ICMS no Simples Nacional para faixa de receita bruta e com cobrança do ICMS por substituição tributária,"7553203",Não,"203|Simples Nacional","6"
"1124","210",Tributado com ST - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","1124210",Não,"210|Tributado com ST - Extrangeira","31"
"1209","210",Tributado com ST - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","1209210",Não,"210|Tributado com ST - Extrangeira","31"
"1353","210",Tributado com ST - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","1353210",Não,"210|Tributado com ST - Extrangeira","31"
"1452","210",Tributado com ST - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","1452210",Não,"210|Tributado com ST - Extrangeira","31"
"1604","210",Tributado com ST - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","1604210",Não,"210|Tributado com ST - Extrangeira","31"
"1906","210",Tributado com ST - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","1906210",Não,"210|Tributado com ST - Extrangeira","31"
"1922","210",Tributado com ST - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","1922210",Não,"210|Tributado com ST - Extrangeira","31"
"2120","210",Tributado com ST - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","2120210",Não,"210|Tributado com ST - Extrangeira","31"
"2207","210",Tributado com ST - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","2207210",Não,"210|Tributado com ST - Extrangeira","31"
"2351","210",Tributado com ST - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","2351210",Não,"210|Tributado com ST - Extrangeira","31"
"2501","210",Tributado com ST - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","2501210",Não,"210|Tributado com ST - Extrangeira","31"
"2658","210",Tributado com ST - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","2658210",Não,"210|Tributado com ST - Extrangeira","31"
"2910","210",Tributado com ST - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","2910210",Não,"210|Tributado com ST - Extrangeira","31"
"2931","210",Tributado com ST - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","2931210",Não,"210|Tributado com ST - Extrangeira","31"
"3351","210",Tributado com ST - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","3351210",Não,"210|Tributado com ST - Extrangeira","31"
"5102","210",Tributado com ST - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","5102210",Sim,"210|Tributado com ST - Extrangeira","31"
"5120","210",Tributado com ST - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","5120210",Sim,"210|Tributado com ST - Extrangeira","31"
"5209","210",Tributado com ST - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","5209210",Sim,"210|Tributado com ST - Extrangeira","31"
"5307","210",Tributado com ST - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","5307210",Sim,"210|Tributado com ST - Extrangeira","31"
"5410","210",Tributado com ST - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","5410210",Sim,"210|Tributado com ST - Extrangeira","31"
"5555","210",Tributado com ST - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","5555210",Não,"210|Tributado com ST - Extrangeira","31"
"5659","210",Tributado com ST - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","5659210",Sim,"210|Tributado com ST - Extrangeira","31"
"5909","210",Tributado com ST - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","5909210",Não,"210|Tributado com ST - Extrangeira","31"
"5925","210",Tributado com ST - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","5925210",Não,"210|Tributado com ST - Extrangeira","31"
"6108","210",Tributado com ST - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","6108210",Sim,"210|Tributado com ST - Extrangeira","31"
"6125","210",Tributado com ST - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","6125210",Sim,"210|Tributado com ST - Extrangeira","31"
"6253","210",Tributado com ST - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","6253210",Sim,"210|Tributado com ST - Extrangeira","31"
"6354","210",Tributado com ST - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","6354210",Sim,"210|Tributado com ST - Extrangeira","31"
"6415","210",Tributado com ST - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","6415210",Não,"210|Tributado com ST - Extrangeira","31"
"6653","210",Tributado com ST - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","6653210",Sim,"210|Tributado com ST - Extrangeira","31"
"6903","210",Tributado com ST - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","6903210",Não,"210|Tributado com ST - Extrangeira","31"
"6919","210",Tributado com ST - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","6919210",Sim,"210|Tributado com ST - Extrangeira","31"
"7127","210",Tributado com ST - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","7127210",Não,"210|Tributado com ST - Extrangeira","31"
"7654","210",Tributado com ST - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Tributada e com cobrança do ICMS por substituição tributária","7654210",Não,"210|Tributado com ST - Extrangeira","31"
"1128","220",Redução BC - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Com redução de base de cálculo","1128220",Não,"220|Redução BC - Extrangeira","32"
"1253","220",Redução BC - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Com redução de base de cálculo","1253220",Não,"220|Redução BC - Extrangeira","32"
"1356","220",Redução BC - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Com redução de base de cálculo","1356220",Sim,"220|Redução BC - Extrangeira","32"
"1504","220",Redução BC - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Com redução de base de cálculo","1504220",Sim,"220|Redução BC - Extrangeira","32"
"1653","220",Redução BC - Extrangeira,"Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7 da Tabela A - Com redução de base de cálculo","1653220",Sim,"220|Redução BC - Extrangeira","32"
